/A0 (Design_Point=1) X,/A0 (Design_Point=1) Y,/A1 (Design_Point=1) X,/A1 (Design_Point=1) Y,/Data_In_1 (Design_Point=1) X,/Data_In_1 (Design_Point=1) Y,/Data_In_2 (Design_Point=1) X,/Data_In_2 (Design_Point=1) Y,/Data_In_3 (Design_Point=1) X,/Data_In_3 (Design_Point=1) Y,/Data_In_4 (Design_Point=1) X,/Data_In_4 (Design_Point=1) Y,/EN (Design_Point=1) X,/EN (Design_Point=1) Y,/SAE (Design_Point=1) X,/SAE (Design_Point=1) Y,/WE (Design_Point=1) X,/WE (Design_Point=1) Y,/OA_Charge (Design_Point=1) X,/OA_Charge (Design_Point=1) Y,/IA_AnalogR1 (Design_Point=1) X,/IA_AnalogR1 (Design_Point=1) Y,/IA_AnalogR2 (Design_Point=1) X,/IA_AnalogR2 (Design_Point=1) Y,/IA_AnalogR3 (Design_Point=1) X,/IA_AnalogR3 (Design_Point=1) Y,/IA_AnalogR4 (Design_Point=1) X,/IA_AnalogR4 (Design_Point=1) Y,/Read_Out_1 (Design_Point=1) X,/Read_Out_1 (Design_Point=1) Y,/Read_Out_2 (Design_Point=1) X,/Read_Out_2 (Design_Point=1) Y,/Read_Out_3 (Design_Point=1) X,/Read_Out_3 (Design_Point=1) Y,/Read_Out_4 (Design_Point=1) X,/Read_Out_4 (Design_Point=1) Y
1.002152132718189e-07,1.787255193391536e-10,1.002152132718189e-07,1.099999999928294,1.002152132718189e-07,1.099999999999061,1.002152132718189e-07,1.099999999999093,1.002152132718189e-07,1.099999999999101,1.002152132718189e-07,1.0999999999991,1.002152132718189e-07,1.099999999323164,1.002152132718189e-07,5.045765895727983e-10,1.002152132718189e-07,1.100000000195627,1.002152132718189e-07,2.112947253989685e-05,1.002152132718189e-07,6.565742471684955e-12,1.002152132718189e-07,2.490037323256703e-11,1.002152132718189e-07,1.458955345187757e-10,1.002152132718189e-07,2.535351511215626e-11,1.002152132718189e-07,1.099795875766347,1.002152132718189e-07,1.099778593708357,1.002152132718189e-07,1.099779209513969,1.002152132718189e-07,1.099759706021463
1.002505320426421e-07,-1.666297845632325e-10,1.002505320426421e-07,1.100000000048665,1.002505320426421e-07,1.099999999999081,1.002505320426421e-07,1.099999999999107,1.002505320426421e-07,1.09999999999909,1.002505320426421e-07,1.099999999999133,1.002505320426421e-07,1.099999999860944,1.002505320426421e-07,2.648307113211583e-10,1.002505320426421e-07,1.100000000088251,1.002505320426421e-07,1.462036195772764e-05,1.002505320426421e-07,-5.200775063187272e-12,1.002505320426421e-07,-3.136456128576687e-11,1.002505320426421e-07,1.095358746750921e-10,1.002505320426421e-07,1.168764767256234e-11,1.002505320426421e-07,1.099850614960906,1.002505320426421e-07,1.099819776990499,1.002505320426421e-07,1.099819704075649,1.002505320426421e-07,1.09979626974795
1.002834173741468e-07,1.718104021992243e-10,1.002834173741468e-07,1.09999999993487,1.002834173741468e-07,1.099999999999063,1.002834173741468e-07,1.099999999999074,1.002834173741468e-07,1.099999999999075,1.002834173741468e-07,1.099999999999117,1.002834173741468e-07,1.099999999867734,1.002834173741468e-07,1.069025228568489e-10,1.002834173741468e-07,1.100000000031528,1.002834173741468e-07,5.089095151974288e-06,1.002834173741468e-07,-9.570080075762156e-12,1.002834173741468e-07,-5.413103763123582e-11,1.002834173741468e-07,6.292899225691042e-11,1.002834173741468e-07,2.403954085230292e-12,1.002834173741468e-07,1.099863523194967,1.002834173741468e-07,1.099824327793011,1.002834173741468e-07,1.099831530784177,1.002834173741468e-07,1.099807371796217
1.003205962559429e-07,-1.624215408579588e-10,1.003205962559429e-07,1.100000000044367,1.003205962559429e-07,1.099999999999081,1.003205962559429e-07,1.099999999999085,1.003205962559429e-07,1.099999999999072,1.003205962559429e-07,1.099999999999127,1.003205962559429e-07,1.100000000013805,1.003205962559429e-07,3.667526009554235e-11,1.003205962559429e-07,1.100000000008874,1.003205962559429e-07,-1.014371294344459e-06,1.003205962559429e-07,-6.263114731116225e-12,1.003205962559429e-07,-5.200479593677283e-11,1.003205962559429e-07,2.989643457093678e-11,1.003205962559429e-07,-4.601611652575439e-13,1.003205962559429e-07,1.099863804729472,1.003205962559429e-07,1.099819648038102,1.003205962559429e-07,1.099834055891971,1.003205962559429e-07,1.09981135896605
1.003682447394315e-07,1.686139027108432e-10,1.003682447394315e-07,1.099999999939931,1.003682447394315e-07,1.099999999999059,1.003682447394315e-07,1.099999999999067,1.003682447394315e-07,1.09999999999907,1.003682447394315e-07,1.099999999999091,1.003682447394315e-07,1.099999999932488,1.003682447394315e-07,6.025868628451928e-12,1.003682447394315e-07,1.099999999994996,1.003682447394315e-07,-2.487347730714501e-06,1.003682447394315e-07,-1.797974621240879e-12,1.003682447394315e-07,-3.242608652534682e-11,1.003682447394315e-07,1.172144892373556e-11,1.003682447394315e-07,7.005313910925626e-13,1.003682447394315e-07,1.099859841067655,1.003682447394315e-07,1.099813853688395,1.003682447394315e-07,1.09983302710648,1.003682447394315e-07,1.099812443317331
1.004203902524245e-07,-1.597488900439594e-10,1.004203902524245e-07,1.100000000041885,1.004203902524245e-07,1.099999999999083,1.004203902524245e-07,1.099999999999083,1.004203902524245e-07,1.099999999999071,1.004203902524245e-07,1.099999999999099,1.004203902524245e-07,1.100000000039302,1.004203902524245e-07,5.583241798733156e-12,1.004203902524245e-07,1.099999999997441,1.004203902524245e-07,-1.520012583182394e-06,1.004203902524245e-07,2.275781935890001e-12,1.004203902524245e-07,-1.609549591316979e-11,1.004203902524245e-07,5.891357978250651e-12,1.004203902524245e-07,2.538443541266966e-12,1.004203902524245e-07,1.09985649899689,1.004203902524245e-07,1.099811185743907,1.004203902524245e-07,1.099831990903043,1.004203902524245e-07,1.099812853666235
1.004814289560711e-07,1.660964134057477e-10,1.004814289560711e-07,1.099999999943639,1.004814289560711e-07,1.099999999999057,1.004814289560711e-07,1.099999999999065,1.004814289560711e-07,1.09999999999907,1.004814289560711e-07,1.099999999999065,1.004814289560711e-07,1.099999999945333,1.004814289560711e-07,-1.248900105591128e-12,1.004814289560711e-07,1.099999999991577,1.004814289560711e-07,-5.264396310344332e-07,1.004814289560711e-07,2.610481221814289e-12,1.004814289560711e-07,-2.931833137270445e-12,1.004814289560711e-07,3.863888344054894e-12,1.004814289560711e-07,3.009423403111459e-12,1.004814289560711e-07,1.099853413967111,1.004814289560711e-07,1.099810119530242,1.004814289560711e-07,1.099831032530528,1.004814289560711e-07,1.099812869931292
1.005599133365912e-07,-1.578453808936714e-10,1.005599133365912e-07,1.100000000040616,1.005599133365912e-07,1.099999999999085,1.005599133365912e-07,1.09999999999908,1.005599133365912e-07,1.099999999999071,1.005599133365912e-07,1.099999999999087,1.005599133365912e-07,1.100000000041905,1.005599133365912e-07,2.353549572450566e-12,1.005599133365912e-07,1.099999999995932,1.005599133365912e-07,-1.172233778903512e-07,1.005599133365912e-07,3.531110770235071e-12,1.005599133365912e-07,4.68038710857957e-13,1.005599133365912e-07,3.341934238204771e-12,1.005599133365912e-07,3.211793944122761e-12,1.005599133365912e-07,1.099850231803129,1.005599133365912e-07,1.099809896587027,1.005599133365912e-07,1.099830184114666,1.005599133365912e-07,1.099812697687754
1.00675224357858e-07,1.646709029078319e-10,1.00675224357858e-07,1.09999999994633,1.00675224357858e-07,1.099999999999056,1.00675224357858e-07,1.099999999999062,1.00675224357858e-07,1.099999999999069,1.00675224357858e-07,1.099999999999058,1.00675224357858e-07,1.099999999947538,1.00675224357858e-07,-1.444435139592165e-12,1.00675224357858e-07,1.099999999991283,1.00675224357858e-07,-4.27858877650321e-08,1.00675224357858e-07,2.5616174041176e-12,1.00675224357858e-07,3.766916213974558e-12,1.00675224357858e-07,2.901147816628466e-12,1.00675224357858e-07,2.863705141038342e-12,1.00675224357858e-07,1.099846156524593,1.00675224357858e-07,1.099809916287244,1.00675224357858e-07,1.099829093701978,1.00675224357858e-07,1.099812319295362
1.008656558123364e-07,-1.569389418365128e-10,1.008656558123364e-07,1.100000000040817,1.008656558123364e-07,1.099999999999086,1.008656558123364e-07,1.099999999999079,1.008656558123364e-07,1.099999999999071,1.008656558123364e-07,1.099999999999085,1.008656558123364e-07,1.100000000041407,1.008656558123364e-07,1.969587456425019e-12,1.008656558123364e-07,1.099999999995499,1.008656558123364e-07,-4.562753992791321e-08,1.008656558123364e-07,3.391609090686112e-12,1.008656558123364e-07,2.028181671605435e-12,1.008656558123364e-07,3.057033736296266e-12,1.008656558123364e-07,3.084603777997042e-12,1.008656558123364e-07,1.099840544497707,1.008656558123364e-07,1.09981005798773,1.008656558123364e-07,1.099827516177498,1.008656558123364e-07,1.099811708224186
1.012461826636451e-07,1.641527927488456e-10,1.012461826636451e-07,1.09999999994809,1.012461826636451e-07,1.099999999999055,1.012461826636451e-07,1.099999999999062,1.012461826636451e-07,1.099999999999069,1.012461826636451e-07,1.099999999999056,1.012461826636451e-07,1.099999999947955,1.012461826636451e-07,-1.326280995919155e-12,1.012461826636451e-07,1.099999999990993,1.012461826636451e-07,-3.796861251699346e-08,1.012461826636451e-07,2.541487535080025e-12,1.012461826636451e-07,3.895914034403619e-12,1.012461826636451e-07,2.872408790619566e-12,1.012461826636451e-07,2.846948370284226e-12,1.012461826636451e-07,1.099832277359216,1.012461826636451e-07,1.099810073127742,1.012461826636451e-07,1.09982477392421,1.012461826636451e-07,1.099810612327402
1.019586146195851e-07,3.784767437277739e-12,1.019586146195851e-07,1.099999999995428,1.019586146195851e-07,1.099999999999071,1.019586146195851e-07,1.09999999999907,1.019586146195851e-07,1.09999999999907,1.019586146195851e-07,1.09999999999907,1.019586146195851e-07,1.099999999994544,1.019586146195851e-07,2.222540201271599e-13,1.019586146195851e-07,1.099999999992844,1.019586146195851e-07,-3.712494562817237e-08,1.019586146195851e-07,2.967247259210614e-12,1.019586146195851e-07,2.966098123667092e-12,1.019586146195851e-07,2.968551177117754e-12,1.019586146195851e-07,2.967871423807075e-12,1.019586146195851e-07,1.099823661742722,1.019586146195851e-07,1.09980958149147,1.019586146195851e-07,1.099820707263091,1.019586146195851e-07,1.099808963679318
1.033834785314651e-07,3.597697664608992e-12,1.033834785314651e-07,1.09999999999634,1.033834785314651e-07,1.09999999999907,1.033834785314651e-07,1.09999999999907,1.033834785314651e-07,1.09999999999907,1.033834785314651e-07,1.09999999999907,1.033834785314651e-07,1.099999999994691,1.033834785314651e-07,2.510839407169648e-13,1.033834785314651e-07,1.099999999992672,1.033834785314651e-07,-2.643097566178862e-08,1.033834785314651e-07,2.966617994482893e-12,1.033834785314651e-07,2.96561430077743e-12,1.033834785314651e-07,2.965490772984655e-12,1.033834785314651e-07,2.966053503209046e-12,1.033834785314651e-07,1.099820448391005,1.033834785314651e-07,1.099807629104126,1.033834785314651e-07,1.09981534988343,1.033834785314651e-07,1.099806767549326
1.054884503393215e-07,3.784173979136785e-12,1.054884503393215e-07,1.099999999996354,1.054884503393215e-07,1.09999999999907,1.054884503393215e-07,1.09999999999907,1.054884503393215e-07,1.09999999999907,1.054884503393215e-07,1.09999999999907,1.054884503393215e-07,1.099999999994545,1.054884503393215e-07,1.719133003433372e-13,1.054884503393215e-07,1.09999999999259,1.054884503393215e-07,-5.752082722301253e-09,1.054884503393215e-07,2.967276457385698e-12,1.054884503393215e-07,2.966110190732461e-12,1.054884503393215e-07,2.968335688840654e-12,1.054884503393215e-07,2.967906853593322e-12,1.054884503393215e-07,1.099823119411234,1.054884503393215e-07,1.099805166113169,1.054884503393215e-07,1.099811011506123,1.054884503393215e-07,1.099805093292321
1.080470749037334e-07,3.597817954247081e-12,1.080470749037334e-07,1.099999999996922,1.080470749037334e-07,1.09999999999907,1.080470749037334e-07,1.09999999999907,1.080470749037334e-07,1.09999999999907,1.080470749037334e-07,1.09999999999907,1.080470749037334e-07,1.099999999994691,1.080470749037334e-07,2.138494582783327e-13,1.080470749037334e-07,1.099999999992618,1.080470749037334e-07,1.686263552962038e-08,1.080470749037334e-07,2.966618103998078e-12,1.080470749037334e-07,2.965733609194717e-12,1.080470749037334e-07,2.965633510738314e-12,1.080470749037334e-07,2.966063561996771e-12,1.080470749037334e-07,1.099824442751971,1.080470749037334e-07,1.099804165643467,1.080470749037334e-07,1.099808654084163,1.080470749037334e-07,1.099804465662768
1.126332333330727e-07,3.78379085212794e-12,1.126332333330727e-07,1.099999999996724,1.126332333330727e-07,1.09999999999907,1.126332333330727e-07,1.09999999999907,1.126332333330727e-07,1.09999999999907,1.126332333330727e-07,1.09999999999907,1.126332333330727e-07,1.099999999994545,1.126332333330727e-07,1.490538689917317e-13,1.126332333330727e-07,1.099999999992599,1.126332333330727e-07,5.438945047304793e-08,1.126332333330727e-07,2.967196216630549e-12,1.126332333330727e-07,2.965970441227866e-12,1.126332333330727e-07,2.968156588152595e-12,1.126332333330727e-07,2.967815352744812e-12,1.126332333330727e-07,1.099819997773657,1.126332333330727e-07,1.099805432548663,1.126332333330727e-07,1.099807653703459,1.126332333330727e-07,1.099804851022415
1.196022585284572e-07,3.597938448425782e-12,1.196022585284572e-07,1.099999999997164,1.196022585284572e-07,1.09999999999907,1.196022585284572e-07,1.09999999999907,1.196022585284572e-07,1.09999999999907,1.196022585284572e-07,1.09999999999907,1.196022585284572e-07,1.099999999994691,1.196022585284572e-07,1.962098428701672e-13,1.196022585284572e-07,1.099999999992633,1.196022585284572e-07,9.657330186315813e-08,1.196022585284572e-07,2.966528569373938e-12,1.196022585284572e-07,2.965683735860244e-12,1.196022585284572e-07,2.96559806296289e-12,1.196022585284572e-07,2.965965860212152e-12,1.196022585284572e-07,1.09981109479314,1.196022585284572e-07,1.099808490243883,1.196022585284572e-07,1.0998082377309,1.196022585284572e-07,1.099805998206753
1.298819192335275e-07,3.783674176349847e-12,1.298819192335275e-07,1.099999999996896,1.298819192335275e-07,1.09999999999907,1.298819192335275e-07,1.09999999999907,1.298819192335275e-07,1.099999999999071,1.298819192335275e-07,1.09999999999907,1.298819192335275e-07,1.099999999994545,1.298819192335275e-07,1.346062977646108e-13,1.298819192335275e-07,1.099999999992618,1.298819192335275e-07,1.388164884311527e-07,1.298819192335275e-07,2.967074279780527e-12,1.298819192335275e-07,2.965824289439982e-12,1.298819192335275e-07,2.967999126742031e-12,1.298819192335275e-07,2.967677596694856e-12,1.298819192335275e-07,1.099805386867393,1.298819192335275e-07,1.099810515652508,1.298819192335275e-07,1.099808856332943,1.298819192335275e-07,1.099806654218956
1.399409596167637e-07,3.598010258217382e-12,1.399409596167637e-07,1.09999999999726,1.399409596167637e-07,1.09999999999907,1.399409596167637e-07,1.09999999999907,1.399409596167637e-07,1.09999999999907,1.399409596167637e-07,1.09999999999907,1.399409596167637e-07,1.099999999994691,1.399409596167637e-07,1.864415085844792e-13,1.399409596167637e-07,1.099999999992644,1.399409596167637e-07,1.612966207975203e-07,1.399409596167637e-07,2.966440651936608e-12,1.399409596167637e-07,2.965616857012494e-12,1.399409596167637e-07,2.965536595476936e-12,1.399409596167637e-07,2.965868533755032e-12,1.399409596167637e-07,1.099804996933743,1.399409596167637e-07,1.099810510642096,1.399409596167637e-07,1.099808865091866,1.399409596167637e-07,1.099806502307654
1.5e-07,3.783593260111173e-12,1.5e-07,1.099999999996947,1.5e-07,1.09999999999907,1.5e-07,1.09999999999907,1.5e-07,1.09999999999907,1.5e-07,1.09999999999907,1.5e-07,1.099999999994545,1.5e-07,1.299933924491665e-13,1.5e-07,1.099999999992624,1.5e-07,1.747545915300193e-07,1.5e-07,2.967012276793423e-12,1.5e-07,2.965741533339026e-12,1.5e-07,2.96790973966932e-12,1.5e-07,2.967607038551166e-12,1.5e-07,1.099805839230797,1.5e-07,1.099810021134224,1.5e-07,1.099808734543485,1.5e-07,1.09980620473956
1.50025e-07,0.2749999801984911,1.50025e-07,1.100000000749427,1.50025e-07,1.09999999999907,1.50025e-07,1.09999999999907,1.50025e-07,1.09999999999907,1.50025e-07,1.09999999999907,1.50025e-07,1.09999999997904,1.50025e-07,1.065286932101423e-13,1.50025e-07,1.099999999992583,1.50025e-07,1.744310770122547e-07,1.50025e-07,3.051219620652649e-12,1.50025e-07,2.95511601831684e-12,1.50025e-07,2.965577405838825e-12,1.50025e-07,2.966161074061757e-12,1.50025e-07,1.099805834187896,1.50025e-07,1.09981000998243,1.50025e-07,1.099808725204416,1.50025e-07,1.099806197435139
1.500650759496386e-07,0.7158354193903421,1.500650759496386e-07,1.099999996720017,1.500650759496386e-07,1.09999999999907,1.500650759496386e-07,1.09999999999907,1.500650759496386e-07,1.09999999999907,1.500650759496386e-07,1.09999999999907,1.500650759496386e-07,1.099999996957324,1.500650759496386e-07,-6.35772948089451e-12,1.500650759496386e-07,1.099999999984986,1.500650759496386e-07,-7.649057710396322e-08,1.500650759496386e-07,7.28745979242888e-13,1.500650759496386e-07,1.367314613397524e-12,1.500650759496386e-07,2.672358478821873e-12,1.500650759496386e-07,2.760799467880339e-12,1.500650759496386e-07,1.099804683385058,1.500650759496386e-07,1.099808834747064,1.500650759496386e-07,1.099807692619293,1.500650759496386e-07,1.099805480984444
1.50073806962229e-07,0.8118765612362668,1.50073806962229e-07,1.099999996534641,1.50073806962229e-07,1.099999999999079,1.50073806962229e-07,1.099999999999082,1.50073806962229e-07,1.099999999999081,1.50073806962229e-07,1.099999999999078,1.50073806962229e-07,1.099999996492712,1.50073806962229e-07,2.269552526576047e-11,1.50073806962229e-07,1.100000000007079,1.50073806962229e-07,4.005086226031569e-07,1.50073806962229e-07,9.807410022392024e-12,1.50073806962229e-07,1.148723714879745e-11,1.50073806962229e-07,6.074362574592542e-12,1.50073806962229e-07,4.706158395668596e-12,1.50073806962229e-07,1.099805678975301,1.50073806962229e-07,1.099809860642805,1.50073806962229e-07,1.099808554352477,1.50073806962229e-07,1.099806219423837
1.500770810919503e-07,0.8478919856345646,1.500770810919503e-07,1.099999996538299,1.500770810919503e-07,1.099999999999084,1.500770810919503e-07,1.099999999999094,1.500770810919503e-07,1.099999999999091,1.500770810919503e-07,1.099999999999089,1.500770810919503e-07,1.099999996609063,1.500770810919503e-07,5.198470990376221e-11,1.500770810919503e-07,1.100000000027739,1.500770810919503e-07,9.859870239648e-07,1.500770810919503e-07,1.841442606279225e-11,1.500770810919503e-07,2.093590585950305e-11,1.500770810919503e-07,8.839367529385745e-12,1.500770810919503e-07,6.107694784535456e-12,1.500770810919503e-07,1.099807123419191,1.500770810919503e-07,1.099811347665871,1.500770810919503e-07,1.099809820004559,1.500770810919503e-07,1.09980723133111
1.500836293513931e-07,0.9199228435920507,1.500836293513931e-07,1.099999996999151,1.500836293513931e-07,1.099999999999068,1.500836293513931e-07,1.099999999999083,1.500836293513931e-07,1.099999999999078,1.500836293513931e-07,1.099999999999086,1.500836293513931e-07,1.099999997831551,1.500836293513931e-07,1.071762728784244e-10,1.500836293513931e-07,1.100000000061396,1.500836293513931e-07,2.613098404512763e-06,1.500836293513931e-07,2.852761580293744e-11,1.500836293513931e-07,2.828382632800962e-11,1.500836293513931e-07,1.075259826024983e-11,1.500836293513931e-07,6.914351634124204e-12,1.500836293513931e-07,1.099811870035116,1.500836293513931e-07,1.099816236275741,1.500836293513931e-07,1.099813975902234,1.500836293513931e-07,1.099810397612323
1.500907646886882e-07,0.9984115534161481,1.500907646886882e-07,1.099999998604661,1.500907646886882e-07,1.099999999998967,1.500907646886882e-07,1.09999999999895,1.500907646886882e-07,1.099999999998955,1.500907646886882e-07,1.09999999999899,1.500907646886882e-07,1.100000000675782,1.500907646886882e-07,-1.022780210331098e-10,1.500907646886882e-07,1.099999999898152,1.500907646886882e-07,-2.695592276412714e-07,1.500907646886882e-07,-1.465366391348088e-11,1.500907646886882e-07,-7.924922068001482e-11,1.500907646886882e-07,-2.086619109454821e-11,1.500907646886882e-07,-9.479389952241011e-12,1.500907646886882e-07,1.099806443008223,1.500907646886882e-07,1.099810638376598,1.500907646886882e-07,1.099809193339064,1.500907646886882e-07,1.099805665084272
1.500953823443441e-07,1.049205769238809,1.500953823443441e-07,1.09999999953856,1.500953823443441e-07,1.09999999999894,1.500953823443441e-07,1.099999999998855,1.500953823443441e-07,1.099999999998886,1.500953823443441e-07,1.0999999999989,1.500953823443441e-07,1.100000001713277,1.500953823443441e-07,-5.159813619961761e-10,1.500953823443441e-07,1.099999999614949,1.500953823443441e-07,-8.176707106507e-06,1.500953823443441e-07,-6.277736810069204e-11,1.500953823443441e-07,-2.030175118596793e-10,1.500953823443441e-07,-5.865716794703918e-11,1.500953823443441e-07,-2.899388127515462e-11,1.500953823443441e-07,1.099786511298119,1.500953823443441e-07,1.099790110623418,1.500953823443441e-07,1.099791729628501,1.500953823443441e-07,1.099790615932452
1.501e-07,1.099999980272819,1.501e-07,1.100000000140014,1.501e-07,1.099999999999016,1.501e-07,1.099999999998767,1.501e-07,1.099999999998826,1.501e-07,1.099999999998796,1.501e-07,1.100000001650035,1.501e-07,-1.084452261629885e-09,1.501e-07,1.099999999304284,1.501e-07,-2.086215648374468e-05,1.501e-07,-1.019130563221862e-10,1.501e-07,-3.088249309364932e-10,1.501e-07,-9.423774059078133e-11,1.501e-07,-4.85009252185432e-11,1.501e-07,1.099749938891278,1.501e-07,1.099751947134564,1.501e-07,1.099759161649004,1.501e-07,1.099763653910991
1.501030922682009e-07,1.099999998014939,1.501030922682009e-07,1.099999999272237,1.501030922682009e-07,1.09999999999909,1.501030922682009e-07,1.099999999998889,1.501030922682009e-07,1.099999999998968,1.501030922682009e-07,1.099999999998789,1.501030922682009e-07,1.100000000773382,1.501030922682009e-07,-1.380047191843531e-09,1.501030922682009e-07,1.099999999222236,1.501030922682009e-07,-2.964136755814059e-05,1.501030922682009e-07,-1.016268077638713e-10,1.501030922682009e-07,-3.211160490633988e-10,1.501030922682009e-07,-1.015544603700974e-10,1.501030922682009e-07,-5.128310186019491e-11,1.501030922682009e-07,1.099718990293908,1.501030922682009e-07,1.099719803131729,1.501030922682009e-07,1.099731576961089,1.501030922682009e-07,1.09974175956211
1.501077008418261e-07,1.099999999333693,1.501077008418261e-07,1.099999999465632,1.501077008418261e-07,1.099999999999167,1.501077008418261e-07,1.099999999999057,1.501077008418261e-07,1.099999999999119,1.501077008418261e-07,1.099999999998804,1.501077008418261e-07,1.09999999961879,1.501077008418261e-07,-1.596757543997749e-09,1.501077008418261e-07,1.099999999182133,1.501077008418261e-07,-4.087330198296328e-05,1.501077008418261e-07,-9.525883628635237e-11,1.501077008418261e-07,-3.246963905771182e-10,1.501077008418261e-07,-9.462385070054146e-11,1.501077008418261e-07,-4.118815995991021e-11,1.501077008418261e-07,1.099673857533785,1.501077008418261e-07,1.099673189001914,1.501077008418261e-07,1.099691391594068,1.501077008418261e-07,1.099710321828088
1.501123082840645e-07,1.099999999035821,1.501123082840645e-07,1.099999999655525,1.501123082840645e-07,1.099999999999246,1.501123082840645e-07,1.099999999999256,1.501123082840645e-07,1.09999999999925,1.501123082840645e-07,1.099999999999106,1.501123082840645e-07,1.099999998860219,1.501123082840645e-07,-1.023342446250968e-09,1.501123082840645e-07,1.099999999337435,1.501123082840645e-07,-4.663473228529768e-05,1.501123082840645e-07,-6.988495417801136e-11,1.501123082840645e-07,-2.902040919878794e-10,1.501123082840645e-07,-5.633560145340392e-11,1.501123082840645e-07,2.049374970598957e-11,1.501123082840645e-07,1.099636752374921,1.501123082840645e-07,1.099635196599268,1.501123082840645e-07,1.099658821903386,1.501123082840645e-07,1.099686145881047
1.501184370555173e-07,1.099999999826559,1.501184370555173e-07,1.099999999706763,1.501184370555173e-07,1.099999999999179,1.501184370555173e-07,1.099999999999355,1.501184370555173e-07,1.099999999999255,1.501184370555173e-07,1.099999999998858,1.501184370555173e-07,1.099999998353601,1.501184370555173e-07,1.30293308454003e-09,1.501184370555173e-07,1.099999999704452,1.501184370555173e-07,-4.366146685007668e-05,1.501184370555173e-07,-4.077442537237685e-11,1.501184370555173e-07,-2.321582814867626e-10,1.501184370555173e-07,1.195899307826e-11,1.501184370555173e-07,1.306043083470592e-10,1.501184370555173e-07,1.099609965720314,1.501184370555173e-07,1.099608878135089,1.501184370555173e-07,1.099637514879645,1.501184370555173e-07,1.099673941910263
1.501249398382878e-07,1.099999999469992,1.501249398382878e-07,1.099999999821431,1.501249398382878e-07,1.099999999999091,1.501249398382878e-07,1.099999999999451,1.501249398382878e-07,1.09999999999918,1.501249398382878e-07,1.099999999999145,1.501249398382878e-07,1.099999998321157,1.501249398382878e-07,4.65570104311434e-09,1.501249398382878e-07,1.100000000058304,1.501249398382878e-07,-3.102695780943504e-05,1.501249398382878e-07,-1.206701191198926e-11,1.501249398382878e-07,-1.713756640037353e-10,1.501249398382878e-07,6.420256642756657e-11,1.501249398382878e-07,2.181571839516987e-10,1.501249398382878e-07,1.099606691188612,1.501249398382878e-07,1.099608230982534,1.501249398382878e-07,1.099640233182763,1.501249398382878e-07,1.099682780186393
1.501310597921792e-07,1.100000000044937,1.501310597921792e-07,1.099999999889886,1.501310597921792e-07,1.099999999998966,1.501310597921792e-07,1.099999999999387,1.501310597921792e-07,1.099999999999155,1.501310597921792e-07,1.099999999998815,1.501310597921792e-07,1.099999999189899,1.501310597921792e-07,6.90425192857932e-09,1.501310597921792e-07,1.100000000162893,1.501310597921792e-07,-1.789805912392675e-05,1.501310597921792e-07,-3.559987795561758e-12,1.501310597921792e-07,-1.365593638777015e-10,1.501310597921792e-07,6.035203759388524e-11,1.501310597921792e-07,2.058433105822455e-10,1.501310597921792e-07,1.099613360988182,1.501310597921792e-07,1.099618956003595,1.501310597921792e-07,1.09965323063973,1.501310597921792e-07,1.099698233554626
1.501382400743693e-07,1.099999999642879,1.501382400743693e-07,1.099999999912226,1.501382400743693e-07,1.099999999999066,1.501382400743693e-07,1.099999999999424,1.501382400743693e-07,1.099999999999046,1.501382400743693e-07,1.099999999999154,1.501382400743693e-07,1.099999999947856,1.501382400743693e-07,8.03340000231513e-09,1.501382400743693e-07,1.100000000152161,1.501382400743693e-07,-6.475464122841048e-06,1.501382400743693e-07,9.416725092215038e-12,1.501382400743693e-07,-1.00289519100388e-10,1.501382400743693e-07,5.580145432407074e-11,1.501382400743693e-07,1.959261124161336e-10,1.501382400743693e-07,1.09962134567701,1.501382400743693e-07,1.099632631667534,1.501382400743693e-07,1.099668035213991,1.501382400743693e-07,1.099713809948424
1.50146144160299e-07,1.100000000086703,1.50146144160299e-07,1.099999999908278,1.50146144160299e-07,1.099999999999025,1.50146144160299e-07,1.099999999999235,1.50146144160299e-07,1.099999999999084,1.50146144160299e-07,1.099999999998816,1.50146144160299e-07,1.100000000173179,1.50146144160299e-07,8.322959220034428e-09,1.50146144160299e-07,1.100000000147896,1.50146144160299e-07,1.60139415819846e-06,1.50146144160299e-07,1.366587138132976e-11,1.50146144160299e-07,-6.921356366853179e-11,1.50146144160299e-07,4.36909396613262e-11,1.50146144160299e-07,1.621805516519753e-10,1.50146144160299e-07,1.099629066385712,1.50146144160299e-07,1.099646882783255,1.50146144160299e-07,1.099680893128727,1.50146144160299e-07,1.099726936052034
1.501550161535699e-07,1.099999999717983,1.501550161535699e-07,1.099999999938508,1.501550161535699e-07,1.09999999999911,1.501550161535699e-07,1.09999999999929,1.501550161535699e-07,1.099999999999046,1.501550161535699e-07,1.099999999999183,1.501550161535699e-07,1.100000000334944,1.501550161535699e-07,8.245200532970694e-09,1.501550161535699e-07,1.100000000169252,1.501550161535699e-07,7.560728959264543e-06,1.501550161535699e-07,2.69470785157977e-11,1.501550161535699e-07,-2.222798574616313e-11,1.501550161535699e-07,4.482431687784686e-11,1.501550161535699e-07,1.468204989115678e-10,1.501550161535699e-07,1.099639743417307,1.501550161535699e-07,1.099664792417374,1.501550161535699e-07,1.099693983703455,1.501550161535699e-07,1.099739892711849
