"/OA_Charge (umc_mc_d_c1_vp=-0.067,umc_mc_d_cox_vp=-0.067) X","/OA_Charge (umc_mc_d_c1_vp=-0.067,umc_mc_d_cox_vp=-0.067) Y","/OA_Charge (umc_mc_d_c1_vp=-0.067,umc_mc_d_cox_vp=0) X","/OA_Charge (umc_mc_d_c1_vp=-0.067,umc_mc_d_cox_vp=0) Y","/OA_Charge (umc_mc_d_c1_vp=-0.067,umc_mc_d_cox_vp=0.067) X","/OA_Charge (umc_mc_d_c1_vp=-0.067,umc_mc_d_cox_vp=0.067) Y","/OA_Charge (umc_mc_d_c1_vp=0,umc_mc_d_cox_vp=-0.067) X","/OA_Charge (umc_mc_d_c1_vp=0,umc_mc_d_cox_vp=-0.067) Y","/OA_Charge (umc_mc_d_c1_vp=0,umc_mc_d_cox_vp=0) X","/OA_Charge (umc_mc_d_c1_vp=0,umc_mc_d_cox_vp=0) Y","/OA_Charge (umc_mc_d_c1_vp=0,umc_mc_d_cox_vp=0.067) X","/OA_Charge (umc_mc_d_c1_vp=0,umc_mc_d_cox_vp=0.067) Y","/OA_Charge (umc_mc_d_c1_vp=0.067,umc_mc_d_cox_vp=-0.067) X","/OA_Charge (umc_mc_d_c1_vp=0.067,umc_mc_d_cox_vp=-0.067) Y","/OA_Charge (umc_mc_d_c1_vp=0.067,umc_mc_d_cox_vp=0) X","/OA_Charge (umc_mc_d_c1_vp=0.067,umc_mc_d_cox_vp=0) Y","/OA_Charge (umc_mc_d_c1_vp=0.067,umc_mc_d_cox_vp=0.067) X","/OA_Charge (umc_mc_d_c1_vp=0.067,umc_mc_d_cox_vp=0.067) Y"
3.002973587306736e-07,0.3729343815336914,3.002973598045746e-07,0.3729302300533917,3.002973608785161e-07,0.3729260786684756,3.003005444025058e-07,0.3795800601370193,3.003005456122186e-07,0.3795760330799884,3.003005468219694e-07,0.3795720060974626,3.00303969134885e-07,0.3856338967268134,3.003039701909938e-07,0.3856299900237299,3.003039712471262e-07,0.385626083412128
3.003532187756108e-07,0.3729886882350379,3.003532199680597e-07,0.3729845205746251,3.003532211605738e-07,0.3729803530090878,3.003568771727741e-07,0.3795938331829321,3.003568785927829e-07,0.3795897889494518,3.003568800128499e-07,0.3795857447901469,3.003610245435364e-07,0.3856082520717661,3.003610258379588e-07,0.3856043256715912,3.003610271324171e-07,0.3856003993622548
3.004311671058583e-07,0.3732062622060556,3.004311682649306e-07,0.3732020903681649,3.004311694240894e-07,0.373197918624894,3.004359456163199e-07,0.379821191746663,3.004359466208249e-07,0.3798171416399713,3.004359476254504e-07,0.3798130916073451,3.004392781045379e-07,0.3858389271402211,3.004392790208753e-07,0.3858349944366081,3.004392799373072e-07,0.3858310618233454
3.005280296483728e-07,0.373341224464457,3.005280309325684e-07,0.3733370529011827,3.005280322168815e-07,0.3733328814322293,3.005335349776833e-07,0.3799807841635869,3.005335361552043e-07,0.3799767343209486,3.005335373328752e-07,0.3799726845518909,3.005381519687046e-07,0.3860241015832132,3.005381529701229e-07,0.3860201689095958,3.005381539716538e-07,0.3860162363263727
3.006610696099644e-07,0.3733868193828963,3.006610711214133e-07,0.3733826481697933,3.006610726330207e-07,0.3733784770508206,3.006653163256596e-07,0.3800403831466363,3.00665317686535e-07,0.3800363338038848,3.006653190476104e-07,0.3800322845346257,3.006688241511231e-07,0.3861011959536908,3.006688252604147e-07,0.3860972639070871,3.006688263698554e-07,0.3860933319506389
3.00858440737574e-07,0.3733906370496968,3.008584425928992e-07,0.3733864659897607,3.008584444484852e-07,0.373382295023889,3.008557045224323e-07,0.3800485218137389,3.008557064138987e-07,0.3800444726755652,3.008557083056572e-07,0.3800404236108612,3.008544639143922e-07,0.3861134054155191,3.008544654031907e-07,0.3861094736751576,3.008544668921881e-07,0.3861055420248875
3.012163265568433e-07,0.3733903792597915,3.012163282855557e-07,0.3733862081635193,3.012163300148002e-07,0.3733820371611947,3.01187846686136e-07,0.3800480218053995,3.011878481744617e-07,0.3800439726438232,3.011878496634008e-07,0.3800399235558839,3.011638640351484e-07,0.3861140099050174,3.011638651578154e-07,0.3861100781561713,3.011638662809155e-07,0.3861061464973978
3.019320981953819e-07,0.3733902995169153,3.019320996708689e-07,0.3733861284457565,3.019321011474302e-07,0.3733819574694079,3.018521310135434e-07,0.3800480283416621,3.018521316955877e-07,0.3800439791942506,3.018521323788879e-07,0.3800399301203065,3.017826642766609e-07,0.3861133234296504,3.017826646670648e-07,0.3861093916861299,3.017826650583703e-07,0.3861054600328199
3.033636414724592e-07,0.3733903412683794,3.033636424414952e-07,0.3733861701867425,3.033636434126902e-07,0.3733819992013516,3.031806996683583e-07,0.3800480532756841,3.031806987378396e-07,0.3800440041236039,3.031806978098622e-07,0.3800399550443227,3.030202647596858e-07,0.3861139497754434,3.030202636855636e-07,0.3861100180278935,3.0302026261328e-07,0.3861060863708684
3.062267280266137e-07,0.3733902107529561,3.062267279827478e-07,0.3733860396705436,3.062267279432101e-07,0.3733818686854036,3.058378369779881e-07,0.3800479160245046,3.058378328223436e-07,0.3800438668720109,3.058378286718106e-07,0.3800398177924921,3.054954657257355e-07,0.3861135989276441,3.054954617225611e-07,0.3861096671832533,3.054954577230994e-07,0.3861057355301302
3.119529011349227e-07,0.373390071737104,3.11952899065253e-07,0.3733859006587714,3.119528970042501e-07,0.3733817296782315,3.111521115972476e-07,0.3800478127444343,3.111521009913515e-07,0.3800437635963207,3.111520903957076e-07,0.3800397145198142,3.104458676578351e-07,0.3861134858475102,3.104458577965562e-07,0.3861095541086724,3.104458479427382e-07,0.3861056224560369
3.234052473515407e-07,0.3733896805924762,3.234052412302634e-07,0.3733855095151294,3.234052351263299e-07,0.3733813385442249,3.217806608357666e-07,0.3800474434463083,3.217806373293673e-07,0.3800433943036903,3.217806138435015e-07,0.3800393452349116,3.203466715220342e-07,0.3861133060273912,3.203466499445465e-07,0.386109374294299,3.203466283820159e-07,0.3861054426463044
3.367026236757704e-07,0.3733893422144248,3.367026206151317e-07,0.373385171146249,3.36702617563165e-07,0.3733810001888123,3.377806608357666e-07,0.3800470590605768,3.377806373293673e-07,0.3800430099219153,3.377806138435015e-07,0.3800389608617535,3.363466715220341e-07,0.3861130074402487,3.363466499445464e-07,0.3861090757054226,3.363466283820158e-07,0.3861051440631761
3.5e-07,0.3733889607413606,3.5e-07,0.373384789670459,3.5e-07,0.3733806187236187,3.5e-07,0.3800467046057975,3.5e-07,0.3800426554726761,3.5e-07,0.3800386064181879,3.5e-07,0.3861128158894675,3.5e-07,0.3861088841580611,3.5e-07,0.3861049525230963
3.501e-07,0.2401929404138664,3.501e-07,0.2401912876214178,3.501e-07,0.2401896348631363,3.501e-07,0.2466489228308542,3.501e-07,0.2466473389557489,3.501e-07,0.2466457550727605,3.501e-07,0.2525592448016915,3.501e-07,0.2525577064635624,3.501e-07,0.2525561681405485
3.501135743559089e-07,0.225892117670481,3.501135743559089e-07,0.2258906638690723,3.501135743559089e-07,0.2258892100988114,3.501135743559194e-07,0.2322683654236099,3.501135743559194e-07,0.2322669755815574,3.501135743559194e-07,0.2322655857290495,3.501135743558331e-07,0.2381354090826977,3.501135743558331e-07,0.2381340646638769,3.501135743558331e-07,0.238132720257189
3.501401722975394e-07,0.2032263251521908,3.501401722975563e-07,0.2032250572759452,3.501401722975733e-07,0.2032237894363967,3.501401657789618e-07,0.2092919267753839,3.501401657791164e-07,0.2092907247260574,3.501401657792708e-07,0.2092895226715971,3.501401742264264e-07,0.2149101807997976,3.501401742265404e-07,0.2149090330547526,3.501401742266542e-07,0.2149078895989766
3.501655764592516e-07,0.1901967503870386,3.501655764592697e-07,0.1901953847969655,3.501655764592877e-07,0.1901940192605695,3.501655695469382e-07,0.1957521137628112,3.501655695471022e-07,0.1957508230437207,3.501655695472659e-07,0.1957495323357021,3.501655785047403e-07,0.2009203042838409,3.501655785048611e-07,0.2009190832846429,3.501655785049819e-07,0.2009178646326727
3.502078426791282e-07,0.1797207291733005,3.502078426860935e-07,0.1797190760081845,3.502078426930688e-07,0.1797174229142902,3.502076568225813e-07,0.1844597401571442,3.502076570091635e-07,0.1844581364808095,3.502076571957499e-07,0.1844565328322364,3.502081498229444e-07,0.1887600416735817,3.502081499727855e-07,0.1887585171593077,3.502081501423415e-07,0.1887569895531947
3.502524872779762e-07,0.1763996251338874,3.502524881072729e-07,0.1763977283953607,3.502524889366009e-07,0.1763958317277287,3.502545752705109e-07,0.180424245153658,3.502545762922157e-07,0.1804223987381341,3.502545773139418e-07,0.1804205523516515,3.502577218344183e-07,0.1840710665455422,3.502577230266947e-07,0.1840692624143409,3.502577242530771e-07,0.1840674566708522
3.503007312739487e-07,0.1755908605586837,3.503007324326645e-07,0.1755889112975905,3.503007335914174e-07,0.1755869621087821,3.503038237389761e-07,0.1794391423404396,3.50303825237843e-07,0.1794372428170697,3.50303826736735e-07,0.1794353433239078,3.503084146030406e-07,0.1829490062340784,3.503084162864186e-07,0.1829471542213201,3.503084180073369e-07,0.1829453018414076
3.503572750029708e-07,0.1754888800545198,3.503572763522546e-07,0.1754869178846966,3.503572777015957e-07,0.1754849557866303,3.503610558958939e-07,0.1792829267131641,3.5036105767001e-07,0.1792810153678601,3.503610594441646e-07,0.1792791040525667,3.503665727906542e-07,0.1827484012848619,3.503665748206628e-07,0.1827465391861545,3.503665768920061e-07,0.1827446771198281
3.504359561737001e-07,0.1755607058795735,3.504359574780573e-07,0.1755587409991084,3.504359587824935e-07,0.1755567761901853,3.504399092810837e-07,0.1793470263041,3.504399108580103e-07,0.179345112105836,3.504399124350194e-07,0.179343197937356,3.504451968074936e-07,0.182802203059644,3.504451987172267e-07,0.1828003385668981,3.504452006785609e-07,0.1827984741583957
3.505353429805046e-07,0.1756227667550177,3.50535344431912e-07,0.1756208018289641,3.505353458834308e-07,0.1756188369744788,3.505397853384026e-07,0.1794190434702264,3.505397871781692e-07,0.1794171288948733,3.505397890180411e-07,0.1794152143492668,3.50546538094359e-07,0.1828819146063005,3.505465403742466e-07,0.1828800495792244,3.505465427226377e-07,0.1828781846480385
3.506730078978742e-07,0.1756455303047712,3.506730096196276e-07,0.1756435654409319,3.506730113415333e-07,0.175641600648539,3.506753551811808e-07,0.1794490861086881,3.506753574711394e-07,0.1794471714907817,3.506753597612399e-07,0.1794452569025349,3.506816902759219e-07,0.1829188152420944,3.506816931805611e-07,0.1829169499859437,3.506816961806632e-07,0.1829150847823335
3.508789002852404e-07,0.1756471644941998,3.508789025036709e-07,0.1756451997088939,3.508789047223486e-07,0.1756432349951458,3.508733739754635e-07,0.1794527888523158,3.508733772606879e-07,0.1794508742682889,3.508733805461189e-07,0.1794489597138614,3.508758314566255e-07,0.182925282614927,3.50875835671942e-07,0.1829234172937964,3.508758400373291e-07,0.182921552033879
3.512568268333363e-07,0.175647315010427,3.512568291287732e-07,0.1756453501956644,3.512568314247472e-07,0.1756433854523743,3.512204665042961e-07,0.1794529315578994,3.512204707225222e-07,0.1794510169499371,3.51220474941197e-07,0.1794491023716268,3.512030463557871e-07,0.1829255025195009,3.512030524103803e-07,0.182923637183386,3.512030587245292e-07,0.1829217718893349
3.520126799295281e-07,0.1756470265406016,3.520126823789779e-07,0.1756450617498242,3.520126848295446e-07,0.17564309703037,3.519146515619613e-07,0.17945259327541,3.519146576461909e-07,0.1794506786886544,3.519146637313532e-07,0.1794487641315201,3.518574761541105e-07,0.1829251463640071,3.518574858872568e-07,0.1829232810386788,3.518574960989292e-07,0.1829214157739483
3.535243861219117e-07,0.1756471894204637,3.535243888793872e-07,0.1756452246194634,3.535243916391393e-07,0.1756432598897224,3.533030216772917e-07,0.1794527853115273,3.533030314935284e-07,0.1794508707148427,3.533030413116657e-07,0.1794489561477116,3.531663357507573e-07,0.1829255288863397,3.531663528410098e-07,0.1829236635510089,3.531663708477293e-07,0.1829217982581063
3.56547798506679e-07,0.1756471571848603,3.565478018802057e-07,0.1756451923829721,3.565478052583288e-07,0.175643227651911,3.560797619079524e-07,0.179452754315317,3.560797791882032e-07,0.179450839717629,3.560797964722905e-07,0.1794489251500229,3.557840549440508e-07,0.1829253421152165,3.557840867485159e-07,0.1829234767843793,3.557841203453295e-07,0.1829216115059916
3.625946232762136e-07,0.1756471229481649,3.625946278818429e-07,0.1756451581480711,3.625946324967078e-07,0.1756431934196423,3.616332423692739e-07,0.1794527290246632,3.616332745775529e-07,0.1794508144278595,3.616333067935401e-07,0.1794488998610498,3.610194933306379e-07,0.1829253294025451,3.61019554563528e-07,0.1829234640722921,3.610196193405299e-07,0.1829215987944421
3.746882728152827e-07,0.1756469861552028,3.746882798851172e-07,0.1756450213562173,3.746882869734657e-07,0.1756430566320943,3.727402032919169e-07,0.1794526065529218,3.727402653562522e-07,0.1794506919580843,3.727403274360394e-07,0.1794487773921106,3.714903701038121e-07,0.1829252765693065,3.714904901935522e-07,0.1829234112388627,3.714906173309307e-07,0.1829215459617201
3.906882728152827e-07,0.1756468355771089,3.906882798851172e-07,0.1756448707816542,3.906882869734657e-07,0.1756429060620938,3.887402032919168e-07,0.1794524619080945,3.887402653562522e-07,0.1794505473188796,3.887403274360394e-07,0.1794486327560465,3.874903701038121e-07,0.182925189705099,3.874904901935522e-07,0.1829233243751403,3.874906173309306e-07,0.1829214591016195
4.066882728152827e-07,0.1756466610736787,4.066882798851172e-07,0.1756446962850286,4.066882869734657e-07,0.1756427315637808,4.047402032919168e-07,0.1794522911919148,4.047402653562522e-07,0.1794503766041718,4.047403274360394e-07,0.1794484620472299,4.034903701038121e-07,0.1829251045989299,4.034904901935522e-07,0.1829232392719005,4.034906173309306e-07,0.1829213739982509
4.226882728152827e-07,0.1756465187958047,4.226882798851172e-07,0.1756445540109107,4.226882869734656e-07,0.1756425892940796,4.207402032919168e-07,0.1794521533783928,4.207402653562522e-07,0.1794502387924514,4.207403274360394e-07,0.1794483242390177,4.194903701038121e-07,0.1829250250699542,4.194904901935522e-07,0.1829231597454001,4.194906173309306e-07,0.1829212944725753
4.386882728152827e-07,0.1756463552868508,4.386882798851172e-07,0.1756443905056471,4.386882869734656e-07,0.1756424257922003,4.367402032919168e-07,0.1794519933448614,4.367402653562521e-07,0.1794500787614371,4.367403274360394e-07,0.1794481642076579,4.35490370103812e-07,0.1829249492294096,4.354904901935522e-07,0.1829230839077105,4.354906173309306e-07,0.1829212186345876
4.546882728152826e-07,0.1756462197817559,4.546882798851171e-07,0.175644255003011,4.546882869734656e-07,0.1756422902881918,4.527402032919168e-07,0.179451861995792,4.527402653562521e-07,0.1794499474146171,4.527403274360394e-07,0.1794480328615641,4.51490370103812e-07,0.182924876688761,4.514904901935522e-07,0.1829230113679877,4.514906173309306e-07,0.1829211461008878
4.706882728152826e-07,0.1756460621754313,4.706882798851171e-07,0.175644097401261,4.706882869734656e-07,0.1756421326850036,4.687402032919168e-07,0.1794517079715435,4.687402653562521e-07,0.1794497933935754,4.687403274360393e-07,0.1794478788430576,4.67490370103812e-07,0.18292480599301,4.674904901935522e-07,0.1829229406758817,4.674906173309306e-07,0.1829210754091188
4.866882728152826e-07,0.1756459293246007,4.866882798851171e-07,0.1756439645563251,4.866882869734656e-07,0.1756419998475538,4.847402032919168e-07,0.1794515790541044,4.847402653562522e-07,0.1794496644743087,4.847403274360394e-07,0.1794477499313644,4.834903701038121e-07,0.1829247365141096,4.834904901935521e-07,0.1829228711986555,4.834906173309305e-07,0.1829210059323549
5.026882728152826e-07,0.1756457748631715,5.026882798851172e-07,0.1756438101018389,5.026882869734657e-07,0.1756418453911721,5.007402032919168e-07,0.1794514283094243,5.007402653562522e-07,0.1794495137324086,5.007403274360394e-07,0.1794475991878983,4.994903701038121e-07,0.1829246683298666,4.994904901935522e-07,0.1829228030170817,4.994906173309306e-07,0.1829209377545134
5.186882728152827e-07,0.1756456428323313,5.186882798851172e-07,0.1756436780725196,5.186882869734657e-07,0.1756417133624976,5.167402032919169e-07,0.1794513000163957,5.167402653562522e-07,0.1794493854479774,5.167403274360395e-07,0.179447470904195,5.154903701038121e-07,0.1829246001247505,5.154904901935522e-07,0.182922734812889,5.154906173309306e-07,0.1829208695548989
5.346882728152827e-07,0.1756454902062783,5.346882798851172e-07,0.1756435254509213,5.346882869734658e-07,0.1756415607438055,5.327402032919169e-07,0.1794511512444785,5.327402653562523e-07,0.1794492366790592,5.327403274360395e-07,0.1794473221374713,5.314903701038122e-07,0.1829245332118777,5.314904901935523e-07,0.1829226678997848,5.314906173309307e-07,0.1829208026440871
5.506882728152828e-07,0.1756453581555111,5.506882798851173e-07,0.1756433934018616,5.506882869734658e-07,0.1756414286989132,5.48740203291917e-07,0.1794510227788565,5.487402653562523e-07,0.1794491082130149,5.487403274360395e-07,0.1794471936789846,5.474903701038122e-07,0.1829244654755655,5.474904901935523e-07,0.182922600162641,5.474906173309307e-07,0.1829207349099078
5.666882728152828e-07,0.1756452067460093,5.666882798851173e-07,0.1756432419938598,5.666882869734658e-07,0.1756412772929594,5.64740203291917e-07,0.1794508753681116,5.647402653562523e-07,0.1794489607940424,5.647403274360396e-07,0.1794470462681951,5.634903701038122e-07,0.1829243992569881,5.634904901935523e-07,0.1829225339421331,5.634906173309307e-07,0.1829206686915019
5.826882728152828e-07,0.1756450743160241,5.826882798851173e-07,0.1756431095660677,5.826882869734659e-07,0.1756411448688109,5.80740203291917e-07,0.1794507463770685,5.807402653562524e-07,0.1794488318070975,5.807403274360396e-07,0.1794469172873218,5.794903701038123e-07,0.1829243316217174,5.794904901935524e-07,0.1829224663075764,5.794906173309308e-07,0.1829206010584202
5.986882728152829e-07,0.1756449282895871,5.986882798851174e-07,0.17564296354162,5.986882869734659e-07,0.175640998844934,5.967402032919171e-07,0.1794506042918348,5.967402653562524e-07,0.179448689726883,5.967403274360396e-07,0.1794467752055257,5.954903701038123e-07,0.1829242658293025,5.954904901935524e-07,0.1829224005127501,5.954906173309308e-07,0.1829205352653459
6.146882728152829e-07,0.1756447865526412,6.146882798851174e-07,0.1756428218049017,6.146882869734659e-07,0.1756408571135394,6.127402032919171e-07,0.1794504662566369,6.127402653562525e-07,0.179448551702713,6.127403274360397e-07,0.1794466371819253,6.114903701038124e-07,0.1829241981334635,6.114904901935524e-07,0.1829223328207576,6.114906173309308e-07,0.1829204675718591
6.306882728152829e-07,0.1756446452750582,6.306882798851174e-07,0.1756426805344499,6.30688286973466e-07,0.175640715841261,6.287402032919171e-07,0.1794503287671155,6.287402653562525e-07,0.1794484142138474,6.287403274360397e-07,0.1794464997005075,6.274903701038124e-07,0.182924132633739,6.274904901935525e-07,0.1829222673215916,6.274906173309309e-07,0.1829204020770639
6.46688272815283e-07,0.1756445036188772,6.466882798851175e-07,0.1756425388803498,6.46688286973466e-07,0.1756405741903402,6.447402032919172e-07,0.1794501908171425,6.447402653562525e-07,0.179448276267929,6.447403274360398e-07,0.179446361759646,6.434903701038124e-07,0.182924065426029,6.434904901935525e-07,0.1829222001150118,6.434906173309309e-07,0.1829203348749437
6.62688272815283e-07,0.1756443623798029,6.626882798851175e-07,0.1756423976437958,6.626882869734661e-07,0.1756404329593384,6.607402032919172e-07,0.1794500533617059,6.607402653562526e-07,0.1794481388163796,6.607403274360398e-07,0.1794462243048754,6.594903701038125e-07,0.1829239989056493,6.594904901935525e-07,0.1829221335969203,6.59490617330931e-07,0.1829202683590934
6.786882728152831e-07,0.1756442207601971,6.786882798851176e-07,0.1756422560290829,6.786882869734661e-07,0.1756402913475893,6.767402032919173e-07,0.1794499154549154,6.767402653562526e-07,0.1794480009114048,6.767403274360398e-07,0.1794460864057444,6.754903701038125e-07,0.1829239322774254,6.754904901935526e-07,0.1829220669702732,6.75490617330931e-07,0.1829202017340985
6.946882728152831e-07,0.1756440795278496,6.946882798851176e-07,0.1756421148071086,6.946882869734661e-07,0.1756401501283072,6.927402032919173e-07,0.1794497780072738,6.927402653562526e-07,0.1794478634648954,6.927403274360399e-07,0.1794459489650924,6.914903701038125e-07,0.1829238657709694,6.914904901935526e-07,0.1829220004699812,6.91490617330931e-07,0.1829201352331651
7.106882728152831e-07,0.1756439379325084,7.106882798851176e-07,0.1756419732160849,7.106882869734662e-07,0.175640008536378,7.087402032919173e-07,0.1794496401277718,7.087402653562527e-07,0.1794477255862905,7.087403274360399e-07,0.17944581108905,7.074903701038126e-07,0.1829237991634226,7.074904901935527e-07,0.1829219338642599,7.074906173309311e-07,0.1829200686302499
7.266882728152832e-07,0.175643796705565,7.266882798851177e-07,0.1756418319910291,7.266882869734662e-07,0.1756398673185919,7.247402032919174e-07,0.1794495026789467,7.247402653562527e-07,0.1794475881391384,7.247403274360399e-07,0.1794456736489002,7.234903701038126e-07,0.1829237326619428,7.234904901935527e-07,0.1829218673649994,7.234906173309311e-07,0.1829200021309506
7.426882728152832e-07,0.1756436551271845,7.426882798851177e-07,0.1756416904169454,7.426882869734662e-07,0.1756397257461007,7.407402032919174e-07,0.1794493648179627,7.407402653562527e-07,0.1794474502751791,7.4074032743604e-07,0.1794455357897141,7.394903701038127e-07,0.1829236660621145,7.394904901935527e-07,0.1829218007703855,7.394906173309311e-07,0.1829199355384683
7.586882728152832e-07,0.1756435138955054,7.586882798851177e-07,0.1756415491907184,7.586882869734663e-07,0.1756395845213736,7.567402032919174e-07,0.1794492273632839,7.567402653562528e-07,0.179447312821076,7.5674032743604e-07,0.1794453983373848,7.554903701038127e-07,0.1829235995618622,7.554904901935528e-07,0.1829217342721069,7.554906173309312e-07,0.1829198690421508
7.746882728152833e-07,0.1756433723289184,7.746882798851178e-07,0.1756414076278058,7.746882869734663e-07,0.1756394429556853,7.727402032919175e-07,0.1794490895155972,7.727402653562528e-07,0.1794471749742595,7.727403274360401e-07,0.1794452604933288,7.714903701038127e-07,0.182923532968726,7.714904901935528e-07,0.1829216676821878,7.714906173309312e-07,0.1829198024519308
7.873441364076417e-07,0.1756432606470813,7.873441399425589e-07,0.1756412959487169,7.873441434867331e-07,0.1756393312798432,7.887402032919175e-07,0.1794489520537108,7.887402653562529e-07,0.1794470375140253,7.887403274360401e-07,0.1794451230410394,7.874903701038128e-07,0.1829234664690015,7.874904901935528e-07,0.1829216011842835,7.874906173309313e-07,0.1829197359569178
8e-07,0.1756431486445117,8e-07,0.1756411839474047,8e-07,0.1756392192800589,8e-07,0.1794488549946865,8e-07,0.1794469404597929,8e-07,0.1794450259865595,8e-07,0.182923414397272,8e-07,0.1829215491141596,8e-07,0.1829196838902654
