"/OA_Charge (umc_mc_d_c1_vp=-0.067,umc_mc_d_cox_vp=-0.067) X","/OA_Charge (umc_mc_d_c1_vp=-0.067,umc_mc_d_cox_vp=-0.067) Y","/OA_Charge (umc_mc_d_c1_vp=-0.067,umc_mc_d_cox_vp=0) X","/OA_Charge (umc_mc_d_c1_vp=-0.067,umc_mc_d_cox_vp=0) Y","/OA_Charge (umc_mc_d_c1_vp=-0.067,umc_mc_d_cox_vp=0.067) X","/OA_Charge (umc_mc_d_c1_vp=-0.067,umc_mc_d_cox_vp=0.067) Y","/OA_Charge (umc_mc_d_c1_vp=0,umc_mc_d_cox_vp=-0.067) X","/OA_Charge (umc_mc_d_c1_vp=0,umc_mc_d_cox_vp=-0.067) Y","/OA_Charge (umc_mc_d_c1_vp=0,umc_mc_d_cox_vp=0) X","/OA_Charge (umc_mc_d_c1_vp=0,umc_mc_d_cox_vp=0) Y","/OA_Charge (umc_mc_d_c1_vp=0,umc_mc_d_cox_vp=0.067) X","/OA_Charge (umc_mc_d_c1_vp=0,umc_mc_d_cox_vp=0.067) Y","/OA_Charge (umc_mc_d_c1_vp=0.067,umc_mc_d_cox_vp=-0.067) X","/OA_Charge (umc_mc_d_c1_vp=0.067,umc_mc_d_cox_vp=-0.067) Y","/OA_Charge (umc_mc_d_c1_vp=0.067,umc_mc_d_cox_vp=0) X","/OA_Charge (umc_mc_d_c1_vp=0.067,umc_mc_d_cox_vp=0) Y","/OA_Charge (umc_mc_d_c1_vp=0.067,umc_mc_d_cox_vp=0.067) X","/OA_Charge (umc_mc_d_c1_vp=0.067,umc_mc_d_cox_vp=0.067) Y"
1.001115000685188e-07,-4.210260153107635e-05,1.001115000685188e-07,-4.210152745891891e-05,1.001115000685188e-07,-4.210045339708867e-05,1.001115000684966e-07,-4.204672275361286e-05,1.001115000684967e-07,-4.204566423306792e-05,1.001115000684966e-07,-4.204460569908933e-05,1.001115000170133e-07,-4.199627794110684e-05,1.001115000170133e-07,-4.199523527292971e-05,1.001115000170133e-07,-4.199419264887876e-05
1.001175232785053e-07,-4.589442686226285e-05,1.001175232785053e-07,-4.589337057172993e-05,1.001175232785056e-07,-4.589231428366389e-05,1.001175232784715e-07,-4.590865477448253e-05,1.001175232784715e-07,-4.590761078791134e-05,1.001175232784713e-07,-4.590656678146039e-05,1.00117523210465e-07,-4.590393931302868e-05,1.00117523210465e-07,-4.590290817811813e-05,1.00117523210465e-07,-4.590187708017038e-05
1.001248103890984e-07,-4.104942722597886e-05,1.001248103890985e-07,-4.104866868622751e-05,1.001248103890985e-07,-4.10479101256922e-05,1.001248103890828e-07,-4.119832051809901e-05,1.001248103890828e-07,-4.119756586703173e-05,1.001248103890828e-07,-4.119681117185668e-05,1.001248103287751e-07,-4.128763951088708e-05,1.001248103287751e-07,-4.128688941387152e-05,1.00124810328775e-07,-4.128613933390464e-05
1.001317175397153e-07,-2.761689066079485e-05,1.001317175397153e-07,-2.761663178117798e-05,1.001317175397153e-07,-2.761637284860452e-05,1.001317175397014e-07,-2.791496262725667e-05,1.001317175397014e-07,-2.791469740838147e-05,1.001317175397013e-07,-2.791443211355452e-05,1.001317174836608e-07,-2.813030964938077e-05,1.001317174836608e-07,-2.813003864247313e-05,1.001317174836607e-07,-2.812976762476899e-05
1.0013786374883e-07,-1.405259615410444e-05,1.001378637488301e-07,-1.405276072714068e-05,1.0013786374883e-07,-1.405292522604799e-05,1.001378637487994e-07,-1.443873383194888e-05,1.001378637487994e-07,-1.443888593382308e-05,1.001378637487994e-07,-1.443903793924384e-05,1.001378636927676e-07,-1.475091897883322e-05,1.001378636927675e-07,-1.475105887572907e-05,1.001378636927674e-07,-1.475119873868212e-05
1.001456175851556e-07,-1.77108618935599e-06,1.001456175851556e-07,-1.771555542391071e-06,1.001456175851561e-07,-1.772024808671346e-06,1.001456175850926e-07,-2.16940409188577e-06,1.001456175850926e-07,-2.16986021985264e-06,1.001456175850922e-07,-2.170316240043836e-06,1.001456174928277e-07,-2.517868662310148e-06,1.001456174928278e-07,-2.518311315895559e-06,1.001456174928278e-07,-2.518753923851442e-06
1.001537400895805e-07,5.774085604949424e-06,1.001537400895805e-07,5.773509559547943e-06,1.001537400895807e-07,5.772933598738055e-06,1.001537400894856e-07,5.436779666752967e-06,1.001537400894856e-07,5.436212966762716e-06,1.001537400894853e-07,5.435646372539883e-06,1.0015374001416e-07,5.130941700167967e-06,1.001537400141601e-07,5.130385051234206e-06,1.0015374001416e-07,5.129828447354e-06
1.00162449382615e-07,1.065236863095295e-05,1.001624493826149e-07,1.06517867523314e-05,1.001624493826153e-07,1.065120495224995e-05,1.001624493824548e-07,1.040617006646281e-05,1.001624493824548e-07,1.040559269091936e-05,1.001624493824543e-07,1.040501541008025e-05,1.001624492899651e-07,1.017509514858281e-05,1.001624492899652e-07,1.017452323812516e-05,1.001624492899651e-07,1.017395136596989e-05
1.001733684462567e-07,1.485437298953339e-05,1.001733684462566e-07,1.485382612592318e-05,1.001733684462573e-07,1.485327933028779e-05,1.001733684460793e-07,1.471808399802549e-05,1.001733684460793e-07,1.471753741132799e-05,1.001733684460786e-07,1.471699091247432e-05,1.00173368334973e-07,1.458578975141351e-05,1.001733683349731e-07,1.458524442890758e-05,1.001733683349731e-07,1.458469913559624e-05
1.001898356813411e-07,1.91377964304824e-05,1.001898356813409e-07,1.913731845296954e-05,1.001898356813429e-07,1.913684053106153e-05,1.001898356812634e-07,1.913455729336553e-05,1.001898356812636e-07,1.913407701116757e-05,1.001898356812623e-07,1.91335968075138e-05,1.001898354925693e-07,1.91218158393576e-05,1.001898354925698e-07,1.912133396751243e-05,1.0018983549257e-07,1.912085211622531e-05
1.002152132720892e-07,2.101442497349585e-05,1.002152132720891e-07,2.101409073868647e-05,1.002152132720912e-07,2.101375654996899e-05,1.00215213271819e-07,2.1129808546932e-05,1.002152132718189e-07,2.112947253989685e-05,1.002152132718173e-07,2.112913659794793e-05,1.002152130348309e-07,2.122914292620544e-05,1.002152130348315e-07,2.122880523363178e-05,1.002152130348315e-07,2.122846754789517e-05
1.002505320429518e-07,1.44664860993695e-05,1.002505320429514e-07,1.446642269873095e-05,1.002505320429555e-07,1.446635933273103e-05,1.002505320426423e-07,1.462042487962569e-05,1.002505320426421e-07,1.462036195772764e-05,1.002505320426394e-07,1.462029909574466e-05,1.002505317023218e-07,1.475689637882817e-05,1.002505317023224e-07,1.475683340606856e-05,1.002505317023233e-07,1.475677042800237e-05
1.002834173747196e-07,4.99613192095631e-06,1.002834173747196e-07,4.996249904768426e-06,1.002834173747241e-07,4.996367917016479e-06,1.002834173741467e-07,5.088974631423496e-06,1.002834173741468e-07,5.089095151974288e-06,1.002834173741445e-07,5.089215726721927e-06,1.00283417026833e-07,5.177027601323928e-06,1.00283417026834e-07,5.177149981594124e-06,1.002834170268352e-07,5.17727235349535e-06
1.003205962564037e-07,-1.002144317337748e-06,1.003205962564038e-07,-1.002014304280779e-06,1.003205962564094e-07,-1.001884252659159e-06,1.003205962559426e-07,-1.014505270961928e-06,1.003205962559429e-07,-1.014371294344459e-06,1.003205962559401e-07,-1.014237256800756e-06,1.003205958266778e-07,-1.022547690794961e-06,1.00320595826679e-07,-1.022410182565442e-06,1.003205958266805e-07,-1.02227267396275e-06
1.00368244738027e-07,-2.414104001551826e-06,1.003682447380277e-07,-2.414053899809643e-06,1.003682447380356e-07,-2.414003746628811e-06,1.003682447394304e-07,-2.487400260174482e-06,1.003682447394315e-07,-2.487347730714501e-06,1.003682447394283e-07,-2.487295132912969e-06,1.003682441585235e-07,-2.55352398459062e-06,1.003682441585259e-07,-2.55346901514677e-06,1.003682441585283e-07,-2.553414043543311e-06
1.004203902508748e-07,-1.464686817066564e-06,1.004203902508749e-07,-1.464685182873532e-06,1.004203902508848e-07,-1.464683510494443e-06,1.004203902524247e-07,-1.52001414898808e-06,1.004203902524245e-07,-1.520012583182394e-06,1.004203902524206e-07,-1.520010953535132e-06,1.004203896353671e-07,-1.573463107582372e-06,1.004203896353693e-07,-1.573461433538571e-06,1.004203896353719e-07,-1.573459746254185e-06
1.004814289525969e-07,-5.075145917704028e-07,1.004814289525982e-07,-5.075211641895e-07,1.004814289526096e-07,-5.0752769361551e-07,1.004814289560685e-07,-5.264322431142327e-07,1.004814289560711e-07,-5.264396310344332e-07,1.004814289560671e-07,-5.264469564228619e-07,1.004814281797455e-07,-5.44615798912636e-07,1.004814281797492e-07,-5.446239070536702e-07,1.004814281797536e-07,-5.446320140900888e-07
1.005599133324952e-07,-1.182464645998637e-07,1.005599133324965e-07,-1.182479147048741e-07,1.005599133325124e-07,-1.182493301587106e-07,1.005599133365891e-07,-1.172215755366843e-07,1.005599133365912e-07,-1.172233778903512e-07,1.00559913336583e-07,-1.172251138058306e-07,1.005599123396636e-07,-1.169340558128758e-07,1.005599123396688e-07,-1.169361941643688e-07,1.005599123396745e-07,-1.169383273898832e-07
1.006752243542907e-07,-4.592019143922839e-08,1.006752243542931e-07,-4.591992123214204e-08,1.006752243543217e-07,-4.591960558183622e-08,1.006752243578524e-07,-4.278618780923539e-08,1.00675224357858e-07,-4.27858877650321e-08,1.006752243578501e-07,-4.278552670450541e-08,1.006752227426043e-07,-3.895193468293481e-08,1.006752227426097e-07,-3.895157075593545e-08,1.006752227426148e-07,-3.895120477756173e-08
1.008656558140396e-07,-4.795497630156289e-08,1.008656558140372e-07,-4.795507063851972e-08,1.008656558140588e-07,-4.795512664482288e-08,1.008656558123759e-07,-4.562741076160891e-08,1.008656558123364e-07,-4.562753992791321e-08,1.008656558123459e-07,-4.562760548145234e-08,1.008656529927073e-07,-4.439632640470078e-08,1.008656529927165e-07,-4.439644899614618e-08,1.008656529927299e-07,-4.439656769315536e-08
1.012461826344276e-07,-4.077504859789955e-08,1.012461826343844e-07,-4.077502267706313e-08,1.012461826345798e-07,-4.077496063904828e-08,1.012461826633977e-07,-3.796862561955756e-08,1.012461826636451e-07,-3.796861251699346e-08,1.012461826633975e-07,-3.796853411774261e-08,1.012461764866408e-07,-3.463004517856284e-08,1.012461764867297e-07,-3.463001332955655e-08,1.012461764867774e-07,-3.462997672151227e-08
1.019586145760577e-07,-3.965956227962812e-08,1.019586145759867e-07,-3.965958711345241e-08,1.019586145763028e-07,-3.965957484875028e-08,1.019586146191513e-07,-3.712490874672969e-08,1.019586146195851e-07,-3.712494562817237e-08,1.019586146191409e-07,-3.712492456474318e-08,1.019586047011043e-07,-3.484139880914687e-08,1.019586047012165e-07,-3.484141766723596e-08,1.01958604701361e-07,-3.484143087509766e-08
1.03383478459318e-07,-2.826417260396289e-08,1.033834784591915e-07,-2.82643205388457e-08,1.033834784597487e-07,-2.826443522059021e-08,1.033834785306585e-07,-2.643081596166144e-08,1.033834785314651e-07,-2.643097566178862e-08,1.033834785306278e-07,-2.643107940935727e-08,1.033834611300314e-07,-2.480447973609954e-08,1.033834611301902e-07,-2.480462209067755e-08,1.033834611305281e-07,-2.480475513183128e-08
1.054884502450141e-07,-6.657577639942751e-09,1.054884502469839e-07,-6.657850039470468e-09,1.05488450247735e-07,-6.658086890849843e-09,1.054884503406322e-07,-5.751824249808706e-09,1.054884503393215e-07,-5.752082722301253e-09,1.054884503417953e-07,-5.752293177703905e-09,1.054884284682366e-07,-4.946360944595662e-09,1.054884284740541e-07,-4.946592537509686e-09,1.054884284689765e-07,-4.946815163246835e-09
1.080470747760457e-07,1.726185120559616e-08,1.080470747763818e-07,1.72613757251451e-08,1.08047074781985e-07,1.726091874513589e-08,1.080470749061951e-07,1.686308855158365e-08,1.080470749037334e-07,1.686263552962038e-08,1.080470749083628e-07,1.686222452317401e-08,1.080470426179369e-07,1.646964041479678e-08,1.080470426251531e-07,1.646921918433492e-08,1.080470426172086e-07,1.646881201396315e-08
1.126332331274667e-07,5.660761339170831e-08,1.126332330963859e-07,5.660687394841297e-08,1.126332331002482e-07,5.660616209815398e-08,1.126332333459209e-07,5.439011840709613e-08,1.126332333330727e-07,5.438945047304793e-08,1.126332333584735e-07,5.438881011980384e-08,1.126331806414036e-07,5.236487708602797e-08,1.126331806385302e-07,5.236425841305965e-08,1.126331806464876e-07,5.236365069336132e-08
1.196022580367852e-07,1.011024813116966e-07,1.196022580865072e-07,1.011014048522753e-07,1.196022581375751e-07,1.011003203670229e-07,1.196022584117737e-07,9.657429997697238e-08,1.196022585284572e-07,9.657330186315813e-08,1.196022584296429e-07,9.657230944620302e-08,1.196021764781173e-07,9.244063957528178e-08,1.196021764805533e-07,9.243971140867175e-08,1.196021765626355e-07,9.243879724842747e-08
1.298819190125837e-07,1.454157752436298e-07,1.298819190386178e-07,1.454144066749453e-07,1.29881918884418e-07,1.454130362814078e-07,1.298819195355217e-07,1.388177369727166e-07,1.298819192335275e-07,1.388164884311527e-07,1.298819194029289e-07,1.38815223421857e-07,1.29881803518729e-07,1.328236273106703e-07,1.298818035191022e-07,1.328224843644004e-07,1.298818035240311e-07,1.328213125639201e-07
1.399409595062919e-07,1.691813378504454e-07,1.399409595193089e-07,1.691797762662696e-07,1.39940959442209e-07,1.691781981952025e-07,1.399409597677609e-07,1.612980647785804e-07,1.399409596167637e-07,1.612966207975203e-07,1.399409597014644e-07,1.612951802692333e-07,1.399409017593645e-07,1.54125658301789e-07,1.399409017595511e-07,1.541243265153242e-07,1.399409017620156e-07,1.541229971930971e-07
1.5e-07,1.832203376035594e-07,1.5e-07,1.832186892461587e-07,1.5e-07,1.832170362868792e-07,1.5e-07,1.747560863985381e-07,1.5e-07,1.747545915300193e-07,1.5e-07,1.747530901376077e-07,1.5e-07,1.670713315070757e-07,1.5e-07,1.670699638545198e-07,1.5e-07,1.670685593251308e-07
1.50025e-07,1.828410127197373e-07,1.50025e-07,1.82839334506689e-07,1.50025e-07,1.82837652784522e-07,1.50025e-07,1.744326103532074e-07,1.50025e-07,1.744310770122547e-07,1.50025e-07,1.74429543122002e-07,1.50025e-07,1.667960847089895e-07,1.50025e-07,1.667946829666655e-07,1.50025e-07,1.667932478907475e-07
1.500650759496386e-07,-6.813033957230305e-08,1.500650759496386e-07,-6.812595299082209e-08,1.500650759496386e-07,-6.812157211940229e-08,1.500650759496386e-07,-7.649501625258353e-08,1.500650759496386e-07,-7.649057710396322e-08,1.500650759496386e-07,-7.648613873546351e-08,1.500650759494444e-07,-8.400453729439969e-08,1.500650759494444e-07,-8.400006391014114e-08,1.500650759494444e-07,-8.399561941112101e-08
1.50073806962229e-07,4.132834243635996e-07,1.50073806962229e-07,4.132721934627015e-07,1.50073806962229e-07,4.132609586351328e-07,1.500738069622289e-07,4.005194460136772e-07,1.50073806962229e-07,4.005086226031569e-07,1.500738069622289e-07,4.004978000093414e-07,1.500738069620833e-07,3.911400390810621e-07,1.500738069620833e-07,3.911296074536968e-07,1.500738069620833e-07,3.911191485428004e-07
1.500770810919504e-07,1.003306584763971e-06,1.500770810919504e-07,1.003277009855104e-06,1.500770810919504e-07,1.003247431829761e-06,1.500770810919503e-07,9.860157950847651e-07,1.500770810919503e-07,9.859870239648e-07,1.500770810919503e-07,9.859582544392973e-07,1.500770810918229e-07,9.741722478313454e-07,1.500770810918229e-07,9.741442684726027e-07,1.500770810918229e-07,9.741162611223411e-07
1.500836293513931e-07,2.639343496406548e-06,1.500836293513931e-07,2.639266600626663e-06,1.500836293513931e-07,2.63918970483452e-06,1.500836293513931e-07,2.613173615254892e-06,1.500836293513931e-07,2.613098404512763e-06,1.500836293513931e-07,2.613023197234258e-06,1.500836293513021e-07,2.592333855533848e-06,1.500836293513021e-07,2.592260328077416e-06,1.500836293513021e-07,2.592186773320638e-06
1.500907646886948e-07,-2.863165674869395e-07,1.500907646886948e-07,-2.862972124316579e-07,1.500907646886948e-07,-2.862778631740497e-07,1.500907646886882e-07,-2.695775447880795e-07,1.500907646886882e-07,-2.695592276412714e-07,1.500907646886882e-07,-2.69540912210175e-07,1.500907646884977e-07,-2.83056217407849e-07,1.500907646884977e-07,-2.830388551923054e-07,1.500907646884977e-07,-2.830215269321324e-07
1.500953823443474e-07,-8.279482029803019e-06,1.500953823443474e-07,-8.279221777865852e-06,1.500953823443474e-07,-8.278961546802812e-06,1.500953823443441e-07,-8.176960517881096e-06,1.500953823443441e-07,-8.176707106507e-06,1.500953823443441e-07,-8.176453709732845e-06,1.500953823442489e-07,-8.141407071895918e-06,1.500953823442489e-07,-8.141160301235546e-06,1.500953823442489e-07,-8.140913578706658e-06
1.501e-07,-2.10855069237356e-05,1.501e-07,-2.108488324998563e-05,1.501e-07,-2.108425961824721e-05,1.501e-07,-2.086276529114342e-05,1.501e-07,-2.086215648374468e-05,1.501e-07,-2.086154770862169e-05,1.501e-07,-2.073397401577564e-05,1.501e-07,-2.073337973030016e-05,1.501e-07,-2.07327855127143e-05
1.501030922682095e-07,-2.993110735300606e-05,1.501030922682095e-07,-2.993026130952945e-05,1.501030922682095e-07,-2.992941532020951e-05,1.501030922682009e-07,-2.964219464496077e-05,1.501030922682009e-07,-2.964136755814059e-05,1.501030922682009e-07,-2.964054051515218e-05,1.501030922681715e-07,-2.944508787240989e-05,1.501030922681714e-07,-2.944427936207121e-05,1.501030922681715e-07,-2.944347093040338e-05
1.501077008418359e-07,-4.123435900135805e-05,1.501077008418359e-07,-4.123325676651932e-05,1.501077008418359e-07,-4.123215459638086e-05,1.50107700841826e-07,-4.087438132239396e-05,1.501077008418261e-07,-4.087330198296328e-05,1.50107700841826e-07,-4.087222269837633e-05,1.501077008418075e-07,-4.059374861757152e-05,1.501077008418074e-07,-4.059269181962876e-05,1.501077008418075e-07,-4.059163511220577e-05
1.501123082840762e-07,-4.700040829629336e-05,1.501123082840762e-07,-4.69992467373418e-05,1.501123082840762e-07,-4.699808524191269e-05,1.501123082840644e-07,-4.66358720883122e-05,1.501123082840645e-07,-4.663473228529768e-05,1.501123082840644e-07,-4.663359253646976e-05,1.501123082840462e-07,-4.631458032111017e-05,1.501123082840462e-07,-4.63134620695344e-05,1.501123082840462e-07,-4.631234390700156e-05
1.501184370555688e-07,-4.393185412925252e-05,1.501184370555687e-07,-4.39309429497003e-05,1.501184370555686e-07,-4.393003180945304e-05,1.501184370555173e-07,-4.36623648776067e-05,1.501184370555173e-07,-4.366146685007668e-05,1.501184370555172e-07,-4.366056885698087e-05,1.501184370554288e-07,-4.338310147349241e-05,1.501184370554288e-07,-4.338221665722202e-05,1.501184370554287e-07,-4.338133190867178e-05
1.501249398383606e-07,-3.113588986890184e-05,1.501249398383605e-07,-3.113548349824434e-05,1.501249398383603e-07,-3.113507713520871e-05,1.501249398382879e-07,-3.102736346915753e-05,1.501249398382878e-07,-3.102695780943504e-05,1.501249398382878e-07,-3.102655215137298e-05,1.501249398381555e-07,-3.087304471368373e-05,1.501249398381555e-07,-3.087263991896287e-05,1.501249398381553e-07,-3.087223515833044e-05
1.501310597922907e-07,-1.789047588656861e-05,1.501310597922906e-07,-1.789050298390659e-05,1.501310597922904e-07,-1.789053006460601e-05,1.501310597921794e-07,-1.789803933446422e-05,1.501310597921792e-07,-1.789805912392675e-05,1.501310597921792e-07,-1.789807889096574e-05,1.501310597919661e-07,-1.787024622971383e-05,1.501310597919661e-07,-1.787025863820218e-05,1.501310597919658e-07,-1.787027105886072e-05
1.501382400745075e-07,-6.416292196548803e-06,1.501382400745073e-07,-6.416624780974282e-06,1.50138240074507e-07,-6.416957336675289e-06,1.501382400743695e-07,-6.47514151068295e-06,1.501382400743693e-07,-6.475464122841048e-06,1.501382400743693e-07,-6.475786699213354e-06,1.501382400740891e-07,-6.511784808768884e-06,1.501382400740891e-07,-6.512096961305951e-06,1.501382400740887e-07,-6.512409114544738e-06
1.501461441604849e-07,1.647771274481812e-06,1.501461441604847e-07,1.647292282055795e-06,1.501461441604843e-07,1.64681331793778e-06,1.501461441602992e-07,1.601864985385444e-06,1.50146144160299e-07,1.60139415819846e-06,1.50146144160299e-07,1.600923368656401e-06,1.501461441599313e-07,1.557346892129792e-06,1.501461441599312e-07,1.556885133016147e-06,1.501461441599309e-07,1.556423374227057e-06
1.501550161538244e-07,7.560971566641811e-06,1.501550161538242e-07,7.560442839765123e-06,1.501550161538237e-07,7.559914138064289e-06,1.501550161535702e-07,7.56125297914594e-06,1.501550161535699e-07,7.560728959264543e-06,1.501550161535697e-07,7.560204969479309e-06,1.501550161530655e-07,7.556794000368633e-06,1.501550161530654e-07,7.556275827629154e-06,1.50155016153065e-07,7.555757650429694e-06
1.501662981972031e-07,1.348561807345249e-05,1.501662981972028e-07,1.348507188106133e-05,1.501662981972024e-07,1.348452570730231e-05,1.501662981969116e-07,1.353935272738689e-05,1.501662981969114e-07,1.35388082688659e-05,1.50166298196911e-07,1.353826383386548e-05,1.50166298196234e-07,1.358082522491484e-05,1.501662981962337e-07,1.358028363168443e-05,1.501662981962335e-07,1.357974203091973e-05
1.501828811226334e-07,2.025284449456394e-05,1.50182881122633e-07,2.025230781941938e-05,1.501828811226329e-07,2.025177115726317e-05,1.501828811223243e-07,2.035366329299537e-05,1.501828811223242e-07,2.035312696020498e-05,1.501828811223235e-07,2.035259064429506e-05,1.5018288112136e-07,2.044596513615835e-05,1.501828811213595e-07,2.044542982093786e-05,1.501828811213594e-07,2.044489449133211e-05
1.502085123064761e-07,2.367678567412731e-05,1.502085123064754e-07,2.367638776312993e-05,1.502085123064751e-07,2.367598984971221e-05,1.502085123060137e-07,2.379679531621508e-05,1.50208512306014e-07,2.37963982297036e-05,1.502085123060124e-07,2.379600115039878e-05,1.502085123045848e-07,2.390758658161315e-05,1.502085123045837e-07,2.390719022182668e-05,1.502085123045839e-07,2.390679383159153e-05
1.502436140661494e-07,1.593986337416599e-05,1.502436140661487e-07,1.593980006277974e-05,1.502436140661484e-07,1.593973674103113e-05,1.502436140655375e-07,1.600455024530508e-05,1.502436140655377e-07,1.600448934342676e-05,1.502436140655357e-07,1.600442843073959e-05,1.502436140633787e-07,1.607355446313227e-05,1.502436140633777e-07,1.607349496065518e-05,1.502436140633773e-07,1.607343541615179e-05
1.502734155323743e-07,5.796578018098109e-06,1.502734155323735e-07,5.796718589815399e-06,1.502734155323733e-07,5.796859142087372e-06,1.502734155311913e-07,5.757410833762161e-06,1.502734155311915e-07,5.757555776214806e-06,1.502734155311894e-07,5.757700703650586e-06,1.502734155283215e-07,5.730612579733835e-06,1.502734155283203e-07,5.730760794029897e-06,1.5027341552832e-07,5.730908964044964e-06
1.503072709153976e-07,-1.301346114860869e-06,1.503072709153969e-07,-1.301174205471541e-06,1.503072709153967e-07,-1.301002308709493e-06,1.503072709143233e-07,-1.454844854104653e-06,1.503072709143236e-07,-1.454667256266649e-06,1.503072709143213e-07,-1.4544896681131e-06,1.503072709110257e-07,-1.584791014368656e-06,1.503072709110245e-07,-1.584608558131966e-06,1.503072709110242e-07,-1.58442614367663e-06
1.503507853894244e-07,-3.658475555041548e-06,1.503507853894239e-07,-3.658387406339447e-06,1.503507853894244e-07,-3.658299270303291e-06,1.503507853896248e-07,-3.862523480812434e-06,1.50350785389626e-07,-3.862431401254701e-06,1.503507853896234e-07,-3.862339321366305e-06,1.503507853865198e-07,-4.04992293577522e-06,1.503507853865186e-07,-4.049827156655601e-06,1.50350785386519e-07,-4.049731411494329e-06
1.504079133242774e-07,-2.520155325212151e-06,1.504079133242767e-07,-2.520146586965169e-06,1.504079133242772e-07,-2.520137846711982e-06,1.504079133246295e-07,-2.667308979585876e-06,1.504079133246302e-07,-2.667300007790086e-06,1.504079133246258e-07,-2.667291030338668e-06,1.504079133211537e-07,-2.804297213162997e-06,1.504079133211516e-07,-2.804287877851539e-06,1.504079133211508e-07,-2.804278574970508e-06
1.504704506623994e-07,-9.41723734393743e-07,1.504704506623996e-07,-9.417338469847128e-07,1.504704506624008e-07,-9.417439703251921e-07,1.504704506652482e-07,-1.003664967435838e-06,1.504704506652503e-07,-1.003676232982739e-06,1.504704506652464e-07,-1.003687498239362e-06,1.504704506631817e-07,-1.065791111493185e-06,1.5047045066318e-07,-1.065803447727841e-06,1.504704506631817e-07,-1.065815816060628e-06
1.505460909412522e-07,-2.577568733266382e-07,1.505460909412526e-07,-2.577596844212572e-07,1.505460909412558e-07,-2.577625024434586e-07,1.505460909451009e-07,-2.700384919751104e-07,1.505460909451042e-07,-2.700419434839571e-07,1.505460909451012e-07,-2.700453964458153e-07,1.505460909426982e-07,-2.801318828148195e-07,1.505460909426966e-07,-2.801359891943632e-07,1.505460909426979e-07,-2.801401333179843e-07
1.506470803489692e-07,-5.923744362002365e-09,1.506470803489679e-07,-5.924956314037592e-09,1.506470803489693e-07,-5.92617581977754e-09,1.506470803522129e-07,-6.007794748939362e-09,1.506470803522175e-07,-6.008977203575773e-09,1.506470803522111e-07,-6.010159252904166e-09,1.506470803464597e-07,-7.656196676969559e-09,1.506470803464594e-07,-7.657367469233894e-09,1.506470803464618e-07,-7.658564843678256e-09
1.508041077730904e-07,-3.411526339470815e-08,1.508041077730966e-07,-3.411477145136117e-08,1.508041077731022e-07,-3.411428429060981e-08,1.508041077710592e-07,-3.343208808929279e-08,1.508041077710612e-07,-3.34315674304772e-08,1.508041077710289e-07,-3.343105727860478e-08,1.508041077538442e-07,-3.098784046747122e-08,1.508041077538263e-07,-3.09872934700258e-08,1.508041077538323e-07,-3.098678041389895e-08
1.510746821555175e-07,1.010860921157649e-08,1.510746821555016e-07,1.010752624012975e-08,1.510746821555015e-07,1.010643400316433e-08,1.51074682160616e-07,1.063019732701905e-08,1.510746821606278e-07,1.062915777234387e-08,1.510746821606781e-07,1.062812079676118e-08,1.510746821344071e-07,9.236296126041195e-09,1.510746821344386e-07,9.23529797524337e-09,1.510746821343854e-07,9.234271829653226e-09
1.516158309203718e-07,-2.596843420604996e-08,1.516158309203115e-07,-2.596805132502928e-08,1.516158309203001e-07,-2.596766878380102e-08,1.516158309397294e-07,-2.512103681003677e-08,1.51615830939761e-07,-2.512062718860071e-08,1.516158309399765e-07,-2.51202278675273e-08,1.516158308955329e-07,-2.25370520280977e-08,1.516158308956631e-07,-2.253663085196479e-08,1.516158308954917e-07,-2.253623924294108e-08
1.5245372717485e-07,2.143127802649739e-08,1.52453727175056e-07,2.14301419631134e-08,1.524537271747535e-07,2.142898602874801e-08,1.524537272043287e-07,2.136111981763735e-08,1.524537272040485e-07,2.136003425106241e-08,1.524537272042558e-07,2.135894891441273e-08,1.524537271406701e-07,1.944640536709137e-08,1.524537271407781e-07,1.944537632201079e-08,1.52453727140599e-07,1.94443198702917e-08
1.536829345525606e-07,-2.787783691681922e-09,1.536829345529102e-07,-2.787592817372223e-09,1.536829345523405e-07,-2.787403974415297e-09,1.536829345898081e-07,-3.045096232635828e-09,1.536829345893724e-07,-3.044860258987874e-09,1.536829345899347e-07,-3.044638451676847e-09,1.536829344832244e-07,-1.470049085829867e-09,1.536829344835749e-07,-1.469797173026521e-09,1.536829344831286e-07,-1.46956747207006e-09
1.5545207719248e-07,5.686358991439891e-08,1.554520771917147e-07,5.686219843740677e-08,1.554520771927121e-07,5.686079434234649e-08,1.554520772439356e-07,5.503287779495711e-08,1.554520772440033e-07,5.503156704853943e-08,1.554520772448361e-07,5.503026012800704e-08,1.5545207708467e-07,5.152967078566131e-08,1.554520770850156e-07,5.152843506611601e-08,1.554520770846819e-07,5.152718486800186e-08
1.582574106269622e-07,5.139305848145182e-08,1.582574106295124e-07,5.139284864584812e-08,1.582574106250245e-07,5.139262681380436e-08,1.582574107143272e-07,4.847921087582366e-08,1.582574107145491e-07,4.847908714710058e-08,1.582574107119952e-07,4.847893369777285e-08,1.582574104454702e-07,4.76440863069101e-08,1.582574104463112e-07,4.764399369903103e-08,1.582574104445045e-07,4.764389647950223e-08
