/A0 (Design_Point=1) X,/A0 (Design_Point=1) Y,/A1 (Design_Point=1) X,/A1 (Design_Point=1) Y,/Data_In_1 (Design_Point=1) X,/Data_In_1 (Design_Point=1) Y,/Data_In_2 (Design_Point=1) X,/Data_In_2 (Design_Point=1) Y,/Data_In_3 (Design_Point=1) X,/Data_In_3 (Design_Point=1) Y,/Data_In_4 (Design_Point=1) X,/Data_In_4 (Design_Point=1) Y,/EN (Design_Point=1) X,/EN (Design_Point=1) Y,/SAE (Design_Point=1) X,/SAE (Design_Point=1) Y,/WE (Design_Point=1) X,/WE (Design_Point=1) Y,/OA_Charge (Design_Point=1) X,/OA_Charge (Design_Point=1) Y,/IA_AnalogR1 (Design_Point=1) X,/IA_AnalogR1 (Design_Point=1) Y,/IA_AnalogR2 (Design_Point=1) X,/IA_AnalogR2 (Design_Point=1) Y,/IA_AnalogR3 (Design_Point=1) X,/IA_AnalogR3 (Design_Point=1) Y,/IA_AnalogR4 (Design_Point=1) X,/IA_AnalogR4 (Design_Point=1) Y,/Read_Out_1 (Design_Point=1) X,/Read_Out_1 (Design_Point=1) Y,/Read_Out_2 (Design_Point=1) X,/Read_Out_2 (Design_Point=1) Y,/Read_Out_3 (Design_Point=1) X,/Read_Out_3 (Design_Point=1) Y,/Read_Out_4 (Design_Point=1) X,/Read_Out_4 (Design_Point=1) Y
1.001e-07,1.485316321970762e-08,1.001e-07,1.099999989881633,1.001e-07,1.099999999998101,1.001e-07,1.099999999998101,1.001e-07,1.099999999998101,1.001e-07,1.099999999998101,1.001e-07,1.099999998023805,1.001e-07,1.737222450959004e-10,1.001e-07,1.100000001708424,1.001e-07,2.55000313748112e-05,1.001e-07,2.20352181039101e-11,1.001e-07,4.205327020166652e-10,1.001e-07,1.29526501270852e-10,1.001e-07,2.150433225606132e-11,1.001e-07,1.099663342993776,1.001e-07,1.099663343071902,1.001e-07,1.099663343112085,1.001e-07,1.099663343129083
1.001035328379074e-07,1.40367942474742e-09,1.001035328379074e-07,1.099999999635962,1.001035328379074e-07,1.099999999998468,1.001035328379074e-07,1.099999999998468,1.001035328379074e-07,1.099999999998468,1.001035328379074e-07,1.099999999998468,1.001035328379074e-07,1.099999998984434,1.001035328379074e-07,1.819203536928824e-10,1.001035328379074e-07,1.100000001544322,1.001035328379074e-07,3.929433492134412e-05,1.001035328379074e-07,2.845848654869937e-11,1.001035328379074e-07,3.830626008616734e-10,1.001035328379074e-07,2.129570101210661e-10,1.001035328379074e-07,2.849860296385702e-11,1.001035328379074e-07,1.099742050605011,1.001035328379074e-07,1.099742050758991,1.001035328379074e-07,1.099742050866101,1.001035328379074e-07,1.099742050943128
1.001072346662209e-07,9.316563830193297e-10,1.001072346662209e-07,1.099999999814598,1.001072346662209e-07,1.099999999998663,1.001072346662209e-07,1.099999999998663,1.001072346662209e-07,1.099999999998663,1.001072346662209e-07,1.099999999998663,1.001072346662209e-07,1.09999999947617,1.001072346662209e-07,1.388673412717682e-10,1.001072346662209e-07,1.100000000908793,1.001072346662209e-07,4.873769988871344e-05,1.001072346662209e-07,2.700764005528041e-11,1.001072346662209e-07,2.613677584908233e-10,1.001072346662209e-07,2.147142855472452e-10,1.001072346662209e-07,2.685501162472167e-11,1.001072346662209e-07,1.099803322812259,1.001072346662209e-07,1.099803322892191,1.001072346662209e-07,1.099803323144162,1.001072346662209e-07,1.099803323605231
1.001109408162915e-07,6.61432928647272e-10,1.001109408162915e-07,1.099999999852805,1.001109408162915e-07,1.099999999998482,1.001109408162915e-07,1.099999999998482,1.001109408162915e-07,1.099999999998482,1.001109408162915e-07,1.099999999998482,1.001109408162915e-07,1.099999999756254,1.001109408162915e-07,8.881042212749065e-11,1.001109408162915e-07,1.10000000029229,1.001109408162915e-07,4.785244591343676e-05,1.001109408162915e-07,2.970669862956691e-11,1.001109408162915e-07,6.677031096732178e-11,1.001109408162915e-07,1.84918902825261e-10,1.001109408162915e-07,2.973243482774297e-11,1.001109408162915e-07,1.099823465747542,1.001109408162915e-07,1.099823465497948,1.001109408162915e-07,1.099823465979158,1.001109408162915e-07,1.099823467275844
1.001177123696721e-07,2.768879826346301e-10,1.001177123696721e-07,1.099999999932304,1.001177123696721e-07,1.099999999999921,1.001177123696721e-07,1.099999999999921,1.001177123696721e-07,1.099999999999921,1.001177123696721e-07,1.099999999999921,1.001177123696721e-07,1.099999999867356,1.001177123696721e-07,2.45627553882795e-11,1.001177123696721e-07,1.099999999796373,1.001177123696721e-07,3.113003133882381e-05,1.001177123696721e-07,1.277062747360462e-11,1.001177123696721e-07,-1.262915945645603e-10,1.001177123696721e-07,1.405971521302206e-10,1.001177123696721e-07,1.276003468192364e-11,1.001177123696721e-07,1.099805141849466,1.001177123696721e-07,1.099805141057109,1.001177123696721e-07,1.099805141807803,1.001177123696721e-07,1.099805144266927
1.001248739225326e-07,1.413405668690594e-10,1.001248739225326e-07,1.099999999945896,1.001248739225326e-07,1.099999999999171,1.001248739225326e-07,1.099999999999171,1.001248739225326e-07,1.099999999999171,1.001248739225326e-07,1.099999999999171,1.001248739225326e-07,1.099999999951846,1.001248739225326e-07,5.310477614709081e-12,1.001248739225326e-07,1.099999999857751,1.001248739225326e-07,1.097933854593604e-05,1.001248739225326e-07,6.925678803857705e-12,1.001248739225326e-07,-1.702186321341586e-10,1.001248739225326e-07,9.037726214103137e-11,1.001248739225326e-07,6.940963146588668e-12,1.001248739225326e-07,1.099771832869054,1.001248739225326e-07,1.099771832141173,1.001248739225326e-07,1.099771832696576,1.001248739225326e-07,1.099771834694539
1.001334180649858e-07,2.72264036857734e-11,1.001334180649858e-07,1.099999999986596,1.001334180649858e-07,1.09999999999951,1.001334180649858e-07,1.09999999999951,1.001334180649858e-07,1.09999999999951,1.001334180649858e-07,1.09999999999951,1.001334180649858e-07,1.099999999944287,1.001334180649858e-07,7.971948949369341e-12,1.001334180649858e-07,1.099999999984564,1.001334180649858e-07,-1.780655907127856e-06,1.001334180649858e-07,-5.280723365821747e-12,1.001334180649858e-07,-1.066470171693324e-10,1.001334180649858e-07,6.580140584718676e-11,1.001334180649858e-07,-5.29303067307005e-12,1.001334180649858e-07,1.099755369837436,1.001334180649858e-07,1.099755369611075,1.001334180649858e-07,1.099755369697567,1.001334180649858e-07,1.099755370177436
1.001411725386463e-07,4.119730482062961e-11,1.001411725386463e-07,1.099999999972772,1.001411725386463e-07,1.099999999998835,1.001411725386463e-07,1.099999999998835,1.001411725386463e-07,1.099999999998835,1.001411725386463e-07,1.099999999998835,1.001411725386463e-07,1.100000000002214,1.001411725386463e-07,-2.756216323226986e-12,1.001411725386463e-07,1.099999999958054,1.001411725386463e-07,-6.388951022155252e-06,1.001411725386463e-07,-1.34942841110864e-12,1.001411725386463e-07,-1.218108874021724e-10,1.001411725386463e-07,4.267853995723697e-11,1.001411725386463e-07,-1.340127759203693e-12,1.001411725386463e-07,1.099750208499351,1.001411725386463e-07,1.099750208534724,1.001411725386463e-07,1.099750208389941,1.001411725386463e-07,1.099750208116417
1.001515242341195e-07,-1.17495295881404e-11,1.001515242341195e-07,1.099999999996789,1.001515242341195e-07,1.099999999999556,1.001515242341195e-07,1.099999999999556,1.001515242341195e-07,1.099999999999556,1.001515242341195e-07,1.099999999999556,1.001515242341195e-07,1.099999999973346,1.001515242341195e-07,4.674525245404642e-12,1.001515242341195e-07,1.10000000001199,1.001515242341195e-07,-7.064185298867208e-06,1.001515242341195e-07,-5.475918858746782e-12,1.001515242341195e-07,-4.592740844603274e-11,1.001515242341195e-07,3.758387507982428e-11,1.001515242341195e-07,-5.484595567134759e-12,1.001515242341195e-07,1.099747805961667,1.001515242341195e-07,1.099747806074462,1.001515242341195e-07,1.099747805862005,1.001515242341195e-07,1.099747805317064
1.00165333593737e-07,2.619241820358273e-11,1.00165333593737e-07,1.099999999977719,1.00165333593737e-07,1.099999999998876,1.00165333593737e-07,1.099999999998876,1.00165333593737e-07,1.099999999998876,1.00165333593737e-07,1.099999999998875,1.00165333593737e-07,1.100000000012312,1.00165333593737e-07,-3.863697280818646e-12,1.00165333593737e-07,1.099999999973925,1.00165333593737e-07,-5.028112341559602e-06,1.00165333593737e-07,2.261385369662743e-12,1.00165333593737e-07,-6.521460694125171e-11,1.00165333593737e-07,2.119927229252069e-11,1.00165333593737e-07,2.269758639274516e-12,1.00165333593737e-07,1.099747170538792,1.00165333593737e-07,1.099747170640585,1.00165333593737e-07,1.099747170473721,1.00165333593737e-07,1.099747170016447
1.001862005803582e-07,-1.801101574766313e-11,1.001862005803582e-07,1.099999999998865,1.001862005803582e-07,1.099999999999556,1.001862005803582e-07,1.099999999999556,1.001862005803582e-07,1.099999999999556,1.001862005803582e-07,1.099999999999556,1.001862005803582e-07,1.099999999977305,1.001862005803582e-07,4.257088482553284e-12,1.001862005803582e-07,1.10000000001307,1.001862005803582e-07,-2.108241286484688e-06,1.001862005803582e-07,-4.158608792118659e-13,1.001862005803582e-07,1.831803510616184e-12,1.001862005803582e-07,2.021388400510359e-11,1.001862005803582e-07,-4.239925242631084e-13,1.001862005803582e-07,1.099746950578834,1.001862005803582e-07,1.099746950617186,1.001862005803582e-07,1.099746950541439,1.001862005803582e-07,1.099746950330594
1.002197049438634e-07,2.5520256041778e-11,1.002197049438634e-07,1.099999999979446,1.002197049438634e-07,1.099999999998884,1.002197049438634e-07,1.099999999998884,1.002197049438634e-07,1.099999999998884,1.002197049438634e-07,1.099999999998884,1.002197049438634e-07,1.100000000012353,1.002197049438634e-07,-3.897504677605511e-12,1.002197049438634e-07,1.099999999974933,1.002197049438634e-07,-2.932148636069608e-07,1.002197049438634e-07,5.832561799900357e-12,1.002197049438634e-07,-2.911214133865826e-11,1.002197049438634e-07,5.57805886075147e-12,1.002197049438634e-07,5.840613473721611e-12,1.002197049438634e-07,1.099746811156489,1.002197049438634e-07,1.099746811160303,1.002197049438634e-07,1.099746811149514,1.002197049438634e-07,1.099746811107277
1.002820212984992e-07,-1.810980807548521e-11,1.002820212984992e-07,1.099999999999899,1.002820212984992e-07,1.099999999999552,1.002820212984992e-07,1.099999999999552,1.002820212984992e-07,1.099999999999552,1.002820212984992e-07,1.099999999999552,1.002820212984992e-07,1.09999999997751,1.002820212984992e-07,4.252329728626439e-12,1.002820212984992e-07,1.100000000012602,1.002820212984992e-07,8.147208048906277e-08,1.002820212984992e-07,4.507336975267035e-13,1.002820212984992e-07,2.479329931475477e-11,1.002820212984992e-07,7.57443051906865e-12,1.002820212984992e-07,4.427393458299727e-13,1.002820212984992e-07,1.099746496976217,1.002820212984992e-07,1.099746496972126,1.002820212984992e-07,1.099746496982615,1.002820212984992e-07,1.09974649700709
1.004066540077708e-07,2.557115670001451e-11,1.004066540077708e-07,1.09999999998274,1.004066540077708e-07,1.099999999998886,1.004066540077708e-07,1.099999999998886,1.004066540077708e-07,1.099999999998886,1.004066540077708e-07,1.099999999998885,1.004066540077708e-07,1.100000000012241,1.004066540077708e-07,-3.900080051216095e-12,1.004066540077708e-07,1.099999999975044,1.004066540077708e-07,-4.283492614991689e-08,1.004066540077708e-07,5.391318214562371e-12,1.004066540077708e-07,-2.019253321712666e-11,1.004066540077708e-07,-8.769838629089402e-13,1.004066540077708e-07,5.399292393320102e-12,1.004066540077708e-07,1.099745997951646,1.004066540077708e-07,1.099745997952355,1.004066540077708e-07,1.0997459979519,1.004066540077708e-07,1.099745997951034
1.00655919426314e-07,-1.815104769950562e-11,1.00655919426314e-07,1.100000000003459,1.00655919426314e-07,1.09999999999955,1.00655919426314e-07,1.09999999999955,1.00655919426314e-07,1.09999999999955,1.00655919426314e-07,1.099999999999551,1.00655919426314e-07,1.099999999977567,1.00655919426314e-07,4.246242237601078e-12,1.00655919426314e-07,1.100000000012395,1.00655919426314e-07,3.416893009709303e-08,1.00655919426314e-07,3.144031262121376e-13,1.00655919426314e-07,2.596411382363508e-11,1.00655919426314e-07,6.548891418649445e-12,1.00655919426314e-07,3.064397635108821e-13,1.00655919426314e-07,1.099745194965103,1.00655919426314e-07,1.099745194965142,1.00655919426314e-07,1.099745194964627,1.00655919426314e-07,1.099745194964015
1.011451735299402e-07,2.557890950250129e-11,1.011451735299402e-07,1.099999999986015,1.011451735299402e-07,1.099999999998887,1.011451735299402e-07,1.099999999998887,1.011451735299402e-07,1.099999999998887,1.011451735299402e-07,1.099999999998885,1.011451735299402e-07,1.100000000012212,1.011451735299402e-07,-3.90479124623963e-12,1.011451735299402e-07,1.099999999974946,1.011451735299402e-07,-3.003147812194389e-08,1.011451735299402e-07,5.410907754085797e-12,1.011451735299402e-07,-2.026466016624424e-11,1.011451735299402e-07,-8.132862827055682e-13,1.011451735299402e-07,5.41886567265529e-12,1.011451735299402e-07,1.09974419593156,1.011451735299402e-07,1.099744195933179,1.011451735299402e-07,1.099744195932517,1.011451735299402e-07,1.099744195928206
1.018277811919185e-07,-1.816225877005932e-11,1.018277811919185e-07,1.100000000005636,1.018277811919185e-07,1.09999999999955,1.018277811919185e-07,1.09999999999955,1.018277811919185e-07,1.09999999999955,1.018277811919185e-07,1.099999999999551,1.018277811919185e-07,1.099999999977584,1.018277811919185e-07,4.243892229990487e-12,1.018277811919185e-07,1.100000000012268,1.018277811919185e-07,2.855898725738366e-08,1.018277811919185e-07,3.062105801572733e-13,1.018277811919185e-07,2.599380024047835e-11,1.018277811919185e-07,6.524779790680752e-12,1.018277811919185e-07,2.98256509572071e-13,1.018277811919185e-07,1.099743339684828,1.018277811919185e-07,1.099743339685743,1.018277811919185e-07,1.099743339684934,1.018277811919185e-07,1.099743339683219
1.02838860045718e-07,2.558380167937526e-11,1.02838860045718e-07,1.099999999987353,1.02838860045718e-07,1.099999999998887,1.02838860045718e-07,1.099999999998887,1.02838860045718e-07,1.099999999998887,1.02838860045718e-07,1.099999999998885,1.02838860045718e-07,1.1000000000122,1.02838860045718e-07,-3.904617594327281e-12,1.02838860045718e-07,1.099999999974917,1.02838860045718e-07,-2.660498443368095e-08,1.02838860045718e-07,5.415745359192654e-12,1.02838860045718e-07,-2.028221542574518e-11,1.02838860045718e-07,-7.996693263222504e-13,1.02838860045718e-07,5.423696829754312e-12,1.02838860045718e-07,1.099742526273145,1.02838860045718e-07,1.099742526275167,1.02838860045718e-07,1.099742526274172,1.02838860045718e-07,1.099742526268455
1.043824264347505e-07,-1.816676152177211e-11,1.043824264347505e-07,1.100000000006409,1.043824264347505e-07,1.09999999999955,1.043824264347505e-07,1.09999999999955,1.043824264347505e-07,1.09999999999955,1.043824264347505e-07,1.099999999999551,1.043824264347505e-07,1.099999999977591,1.043824264347505e-07,4.242393325490471e-12,1.043824264347505e-07,1.100000000012235,1.043824264347505e-07,2.648772433415659e-08,1.043824264347505e-07,3.033359149674104e-13,1.043824264347505e-07,2.600444142635711e-11,1.043824264347505e-07,6.516925519494411e-12,1.043824264347505e-07,2.953861218783076e-13,1.043824264347505e-07,1.099741712390446,1.043824264347505e-07,1.099741712391202,1.043824264347505e-07,1.099741712390339,1.043824264347505e-07,1.099741712388822
1.067071959814922e-07,2.558635284550252e-11,1.067071959814922e-07,1.099999999987884,1.067071959814922e-07,1.099999999998887,1.067071959814922e-07,1.099999999998887,1.067071959814922e-07,1.099999999998887,1.067071959814922e-07,1.099999999998885,1.067071959814922e-07,1.100000000012195,1.067071959814922e-07,-3.909914149485177e-12,1.067071959814922e-07,1.09999999997491,1.067071959814922e-07,-2.532988241770859e-08,1.067071959814922e-07,5.417498221792056e-12,1.067071959814922e-07,-2.028885400927971e-11,1.067071959814922e-07,-7.949701760292537e-13,1.067071959814922e-07,5.425446885724193e-12,1.067071959814922e-07,1.099741177397157,1.067071959814922e-07,1.099741177398556,1.067071959814922e-07,1.09974117739771,1.067071959814922e-07,1.099741177392936
1.104623447142175e-07,-1.816860031138239e-11,1.104623447142175e-07,1.100000000006776,1.104623447142175e-07,1.09999999999955,1.104623447142175e-07,1.09999999999955,1.104623447142175e-07,1.09999999999955,1.104623447142175e-07,1.099999999999551,1.104623447142175e-07,1.099999999977595,1.104623447142175e-07,4.234444315644953e-12,1.104623447142175e-07,1.100000000012216,1.104623447142175e-07,2.569103311567535e-08,1.104623447142175e-07,3.022579129127187e-13,1.104623447142175e-07,2.600851295935334e-11,1.104623447142175e-07,6.514069651046895e-12,1.104623447142175e-07,2.943099287555039e-13,1.104623447142175e-07,1.099741095096311,1.104623447142175e-07,1.099741095096351,1.104623447142175e-07,1.099741095095932,1.104623447142175e-07,1.099741095096141
1.160636480298717e-07,2.558742686174267e-11,1.160636480298717e-07,1.099999999988111,1.160636480298717e-07,1.099999999998887,1.160636480298717e-07,1.099999999998887,1.160636480298717e-07,1.099999999998887,1.160636480298717e-07,1.099999999998885,1.160636480298717e-07,1.100000000012193,1.160636480298717e-07,-3.916613205288199e-12,1.160636480298717e-07,1.099999999974903,1.160636480298717e-07,-2.483957873202583e-08,1.160636480298717e-07,5.418164718576888e-12,1.160636480298717e-07,-2.029144421799667e-11,1.160636480298717e-07,-7.932182439654391e-13,1.160636480298717e-07,5.426112228957944e-12,1.160636480298717e-07,1.099741357905978,1.160636480298717e-07,1.099741357906853,1.160636480298717e-07,1.099741357906584,1.160636480298717e-07,1.099741357903498
1.243525806296918e-07,-1.816935524375012e-11,1.243525806296918e-07,1.10000000000693,1.243525806296918e-07,1.09999999999955,1.243525806296918e-07,1.09999999999955,1.243525806296918e-07,1.09999999999955,1.243525806296918e-07,1.099999999999551,1.243525806296918e-07,1.099999999977596,1.243525806296918e-07,4.23117594331744e-12,1.243525806296918e-07,1.100000000012209,1.243525806296918e-07,2.536384772441842e-08,1.243525806296918e-07,3.018188641044066e-13,1.243525806296918e-07,2.601019851530146e-11,1.243525806296918e-07,6.51292112495901e-12,1.243525806296918e-07,2.938716549888624e-13,1.243525806296918e-07,1.099741515614538,1.243525806296918e-07,1.099741515614216,1.243525806296918e-07,1.099741515614424,1.243525806296918e-07,1.099741515616304
1.377225722720575e-07,2.558790257201756e-11,1.377225722720575e-07,1.09999999998821,1.377225722720575e-07,1.099999999998887,1.377225722720575e-07,1.099999999998887,1.377225722720575e-07,1.099999999998887,1.377225722720575e-07,1.099999999998885,1.377225722720575e-07,1.100000000012192,1.377225722720575e-07,-3.91735088925656e-12,1.377225722720575e-07,1.099999999974903,1.377225722720575e-07,-2.46292961680038e-08,1.377225722720575e-07,5.418447697593888e-12,1.377225722720575e-07,-2.029254586034199e-11,1.377225722720575e-07,-7.924803499677044e-13,1.377225722720575e-07,5.426394702007144e-12,1.377225722720575e-07,1.099741556582512,1.377225722720575e-07,1.099741556583037,1.377225722720575e-07,1.099741556583316,1.377225722720575e-07,1.099741556581733
1.5e-07,-1.816974235335784e-11,1.5e-07,1.100000000006988,1.5e-07,1.09999999999955,1.5e-07,1.09999999999955,1.5e-07,1.09999999999955,1.5e-07,1.099999999999551,1.5e-07,1.099999999977597,1.5e-07,4.231161533274981e-12,1.5e-07,1.100000000012208,1.5e-07,2.51970035991183e-08,1.5e-07,3.015950560343389e-13,1.5e-07,2.601107041405423e-11,1.5e-07,6.512338980415715e-12,1.5e-07,2.936482512074356e-13,1.5e-07,1.099741555760404,1.5e-07,1.099741555759834,1.5e-07,1.099741555760392,1.5e-07,1.099741555763268
1.50025e-07,0.2749999876700615,1.50025e-07,1.100000000027782,1.50025e-07,1.099999999999219,1.50025e-07,1.099999999999219,1.50025e-07,1.099999999999219,1.50025e-07,1.099999999999219,1.50025e-07,1.099999999994709,1.50025e-07,1.571258015065279e-13,1.50025e-07,1.099999999993619,1.50025e-07,6.113073212616929e-09,1.50025e-07,2.867085462721e-12,1.50025e-07,2.8191736436835e-12,1.50025e-07,2.876231516967336e-12,1.50025e-07,2.866874649148769e-12,1.50025e-07,1.099741559744962,1.50025e-07,1.099741559744859,1.50025e-07,1.099741559745197,1.50025e-07,1.099741559745663
1.500350579548293e-07,0.385637488696671,1.500350579548293e-07,1.099999999914624,1.500350579548293e-07,1.099999999999218,1.500350579548293e-07,1.099999999999218,1.500350579548293e-07,1.099999999999218,1.500350579548293e-07,1.099999999999218,1.500350579548293e-07,1.09999999995758,1.500350579548293e-07,5.057988590973508e-14,1.500350579548293e-07,1.099999999992815,1.500350579548293e-07,-1.024103675384187e-08,1.500350579548293e-07,2.855502133397211e-12,1.500350579548293e-07,2.595911567974696e-12,1.500350579548293e-07,2.859948677804146e-12,1.500350579548293e-07,2.844892742589298e-12,1.500350579548293e-07,1.099741511585437,1.500350579548293e-07,1.099741511585058,1.500350579548293e-07,1.099741511585731,1.500350579548293e-07,1.099741511587134
1.500470887145736e-07,0.517975845774253,1.500470887145736e-07,1.099999999742902,1.500470887145736e-07,1.099999999999219,1.500470887145736e-07,1.099999999999219,1.500470887145736e-07,1.099999999999219,1.500470887145736e-07,1.099999999999219,1.500470887145736e-07,1.099999999954723,1.500470887145736e-07,1.531691503049826e-13,1.500470887145736e-07,1.099999999993796,1.500470887145736e-07,-7.970600492933989e-09,1.500470887145736e-07,2.855068829983268e-12,1.500470887145736e-07,2.973632832061349e-12,1.500470887145736e-07,2.871769659920128e-12,1.500470887145736e-07,2.876403761668583e-12,1.500470887145736e-07,1.099741487784413,1.500470887145736e-07,1.099741487784551,1.500470887145736e-07,1.099741487784875,1.500470887145736e-07,1.099741487785094
1.500604942442763e-07,0.6654366701167586,1.500604942442763e-07,1.099999999812832,1.500604942442763e-07,1.099999999999201,1.500604942442763e-07,1.099999999999201,1.500604942442763e-07,1.099999999999201,1.500604942442763e-07,1.099999999999201,1.500604942442763e-07,1.099999999958383,1.500604942442763e-07,1.815528476570803e-13,1.500604942442763e-07,1.099999999993707,1.500604942442763e-07,1.196302549086463e-08,1.500604942442763e-07,2.887354254585222e-12,1.500604942442763e-07,2.831084164745482e-12,1.500604942442763e-07,2.865584062513798e-12,1.500604942442763e-07,2.955516830843064e-12,1.500604942442763e-07,1.099741538515585,1.500604942442763e-07,1.09974153851593,1.500604942442763e-07,1.099741538516129,1.500604942442763e-07,1.099741538515808
1.500722998306386e-07,0.7952981213552069,1.500722998306386e-07,1.100000000899173,1.500722998306386e-07,1.099999999999246,1.500722998306386e-07,1.099999999999246,1.500722998306386e-07,1.099999999999246,1.500722998306386e-07,1.099999999999246,1.500722998306386e-07,1.100000001080859,1.500722998306386e-07,5.056814372343712e-12,1.500722998306386e-07,1.100000000024929,1.500722998306386e-07,6.703564470057942e-07,1.500722998306386e-07,3.229466930810848e-12,1.500722998306386e-07,1.494646781684408e-11,1.500722998306386e-07,3.2784460327837e-12,1.500722998306386e-07,4.223832937220677e-12,1.500722998306386e-07,1.099744058367573,1.500722998306386e-07,1.099744058381426,1.500722998306386e-07,1.099744058369295,1.500722998306386e-07,1.099744058327975
1.500806853402419e-07,0.8875387285027062,1.500806853402419e-07,1.100000000192526,1.500806853402419e-07,1.099999999999159,1.500806853402419e-07,1.099999999999159,1.500806853402419e-07,1.099999999999159,1.500806853402419e-07,1.099999999999159,1.500806853402419e-07,1.100000002042372,1.500806853402419e-07,-1.281838875703678e-11,1.500806853402419e-07,1.099999999898642,1.500806853402419e-07,-1.15766236680604e-06,1.500806853402419e-07,1.870846017552821e-12,1.500806853402419e-07,-2.17199296212275e-11,1.500806853402419e-07,1.824304747914965e-12,1.500806853402419e-07,-2.152583576948928e-11,1.500806853402419e-07,1.099739860899138,1.500806853402419e-07,1.099739860858963,1.500806853402419e-07,1.099739860858886,1.500806853402419e-07,1.099739860897684
1.500873128537956e-07,0.9604413808148359,1.500873128537956e-07,1.100000001051849,1.500873128537956e-07,1.099999999998876,1.500873128537956e-07,1.099999999998876,1.500873128537956e-07,1.099999999998876,1.500873128537956e-07,1.099999999998876,1.500873128537956e-07,1.099999999032573,1.500873128537956e-07,-1.678878717154017e-10,1.500873128537956e-07,1.099999998737324,1.500873128537956e-07,-1.962721595257453e-05,1.500873128537956e-07,-1.078229013073532e-11,1.500873128537956e-07,-5.699582015298794e-10,1.500873128537956e-07,-1.070965244716785e-11,1.500873128537956e-07,5.470572383315679e-11,1.500873128537956e-07,1.099675016400843,1.500873128537956e-07,1.099675015818319,1.500873128537956e-07,1.099675016463795,1.500873128537956e-07,1.099675018475291
1.500924507257181e-07,1.016957972091648,1.500924507257181e-07,1.099999999786795,1.500924507257181e-07,1.099999999999878,1.500924507257181e-07,1.099999999999878,1.500924507257181e-07,1.099999999999878,1.500924507257181e-07,1.099999999999878,1.500924507257181e-07,1.09999999834791,1.500924507257181e-07,-4.856761045545321e-11,1.500924507257181e-07,1.099999999699858,1.500924507257181e-07,-2.334023202672601e-05,1.500924507257181e-07,-3.503132296250686e-12,1.500924507257181e-07,-5.158930833646771e-10,1.500924507257181e-07,-3.69487498511671e-12,1.500924507257181e-07,5.944722525497075e-10,1.500924507257181e-07,1.099622385397682,1.500924507257181e-07,1.099622384839582,1.500924507257181e-07,1.099622386236996,1.500924507257181e-07,1.099622389905629
1.500967726917361e-07,1.064499599708491,1.500967726917361e-07,1.100000000706779,1.500967726917361e-07,1.099999999999774,1.500967726917361e-07,1.099999999999774,1.500967726917361e-07,1.099999999999774,1.500967726917361e-07,1.099999999999774,1.500967726917361e-07,1.099999997961552,1.500967726917361e-07,3.197782864523033e-11,1.500967726917361e-07,1.100000000556469,1.500967726917361e-07,-7.854690067713193e-06,1.500967726917361e-07,2.772207827432194e-12,1.500967726917361e-07,-2.262801085870828e-10,1.500967726917361e-07,3.004451660841913e-12,1.500967726917361e-07,4.369535227404418e-10,1.500967726917361e-07,1.099640406866663,1.500967726917361e-07,1.099640406965412,1.500967726917361e-07,1.099640408039341,1.500967726917361e-07,1.099640410357047
1.501e-07,1.099999990106701,1.501e-07,1.099999999715733,1.501e-07,1.09999999999908,1.501e-07,1.09999999999908,1.501e-07,1.09999999999908,1.501e-07,1.099999999999081,1.501e-07,1.100000000055113,1.501e-07,3.727797628666598e-11,1.501e-07,1.100000000626056,1.501e-07,-1.523126472451784e-07,1.501e-07,5.764201106174387e-12,1.501e-07,-2.121902092678186e-10,1.501e-07,5.539358639515525e-12,1.501e-07,3.003061429346885e-10,1.501e-07,1.099677041588434,1.501e-07,1.099677041813512,1.501e-07,1.099677042342609,1.501e-07,1.099677043306932
1.501039279248534e-07,1.099999999415564,1.501039279248534e-07,1.099999999962171,1.501039279248534e-07,1.099999999999004,1.501039279248534e-07,1.099999999999004,1.501039279248534e-07,1.099999999999004,1.501039279248534e-07,1.099999999999004,1.501039279248534e-07,1.099999999630422,1.501039279248534e-07,6.452312546595451e-11,1.501039279248534e-07,1.100000000725701,1.501039279248534e-07,7.606104922121588e-06,1.501039279248534e-07,9.55999493321564e-12,1.501039279248534e-07,1.612006971110531e-11,1.501039279248534e-07,9.581805454681341e-12,1.501039279248534e-07,1.932611152316922e-10,1.501039279248534e-07,1.099726177401535,1.501039279248534e-07,1.099726177542278,1.501039279248534e-07,1.099726178196082,1.501039279248534e-07,1.099726179472518
1.501080087614925e-07,1.09999999962984,1.501080087614925e-07,1.100000000007453,1.501080087614925e-07,1.099999999998859,1.501080087614925e-07,1.099999999998859,1.501080087614925e-07,1.099999999998859,1.501080087614925e-07,1.099999999998859,1.501080087614925e-07,1.099999999818413,1.501080087614925e-07,7.436705934607081e-11,1.501080087614925e-07,1.100000000577041,1.501080087614925e-07,1.695677155422916e-05,1.501080087614925e-07,1.337172816855305e-11,1.501080087614925e-07,2.518029146987712e-10,1.501080087614925e-07,1.332104820870484e-11,1.501080087614925e-07,7.669128256491119e-11,1.501080087614925e-07,1.099769809812702,1.501080087614925e-07,1.099769809872271,1.501080087614925e-07,1.099769810903195,1.501080087614925e-07,1.099769813069858
