"/OA_Charge (modelFiles=nom,VDD=1.1,temperature=27) X","/OA_Charge (modelFiles=nom,VDD=1.1,temperature=27) Y","/OA_Charge (modelFiles=l65sp_v132.lib.scs:ff_sp_lvt11,l65sp_v132.lib.scs:ff_65_momcaps,l65sp_v132.lib.scs:ff_sp_hvt11,VDD=1.21,temperature=-40) X","/OA_Charge (modelFiles=l65sp_v132.lib.scs:ff_sp_lvt11,l65sp_v132.lib.scs:ff_65_momcaps,l65sp_v132.lib.scs:ff_sp_hvt11,VDD=1.21,temperature=-40) Y","/OA_Charge (modelFiles=l65sp_v132.lib.scs:ss_65_momcaps,l65sp_v132.lib.scs:ss_sp_hvt11,l65sp_v132.lib.scs:ss_sp_lvt11,VDD=0.99,temperature=85) X","/OA_Charge (modelFiles=l65sp_v132.lib.scs:ss_65_momcaps,l65sp_v132.lib.scs:ss_sp_hvt11,l65sp_v132.lib.scs:ss_sp_lvt11,VDD=0.99,temperature=85) Y","/OA_Charge (modelFiles=l65sp_v132.lib.scs:fnsp_sp_hvt11,l65sp_v132.lib.scs:fnsp_sp_lvt11,l65sp_v132.lib.scs:tt_65_momcaps,VDD=1.1,temperature=27) X","/OA_Charge (modelFiles=l65sp_v132.lib.scs:fnsp_sp_hvt11,l65sp_v132.lib.scs:fnsp_sp_lvt11,l65sp_v132.lib.scs:tt_65_momcaps,VDD=1.1,temperature=27) Y"
nom,nom,ff,ff,ss,ss,fnsp,fnsp
1.554520772440033e-07,5.503156704853943e-08,1.502938706583391e-07,-2.480646145589577e-06,1.515379284154196e-07,3.918608845966239e-08,1.600265682896049e-07,1.67977082899152e-07
1.582574107145491e-07,4.847908714710058e-08,1.503362883025453e-07,-6.397690163345153e-07,1.522557116763523e-07,2.68358744364774e-08,1.652368202637685e-07,2.507033870282114e-07
1.627153316048566e-07,1.279794335275264e-07,1.503890214072872e-07,1.538544992065601e-07,1.534085026550906e-07,4.467483879498673e-08,1.734616720946776e-07,2.6714311737878e-07
1.693670847244296e-07,1.399590137991625e-07,1.504588584814913e-07,4.600285306678011e-07,1.55063426734497e-07,3.607567419976187e-08,1.855924811017925e-07,2.897421185114586e-07
1.794673899942574e-07,2.271522985539426e-07,1.505664920596802e-07,4.845952183895492e-07,1.574407413463499e-07,5.907074949320123e-08,2e-07,2.77265809274417e-07
1.897336949971287e-07,2.197302977528183e-07,1.507541622294274e-07,5.006669514614967e-07,1.609928033062055e-07,5.85365213301256e-08,2.00025e-07,0.08561620020747228
2e-07,2.729602262649431e-07,1.511295025689217e-07,5.429903138892484e-07,1.666699049463437e-07,9.349349882761373e-08,2.000350411197281e-07,0.1234214364321667
2.00025e-07,0.07951300858391755,1.517035217498915e-07,5.989355005493757e-07,1.748883216879981e-07,1.069637171197692e-07,2.000400616795922e-07,0.1445904151137493
2.00035018987218e-07,0.1146154886135601,1.525524793694568e-07,6.847999634010533e-07,1.883798429471103e-07,1.585971517815575e-07,2.000501027993203e-07,0.1897899189187228
2.000550569616539e-07,0.2009164952663099,1.538322015415957e-07,7.777388736738825e-07,2e-07,1.702275872188954e-07,2.00056977558057e-07,0.2227800573096405
2.000714391561935e-07,0.2849134053801507,1.558302445182819e-07,8.911154795718635e-07,2.00025e-07,0.05267324288686894,2.000647051470677e-07,0.2617259586685993
2.000834535293763e-07,0.3530592210612267,1.588912183002776e-07,9.811404367187673e-07,2.000348246486453e-07,0.0751275302414892,2.000742225002298e-07,0.3120352217217632
2.000917267646881e-07,0.4027798342835193,1.637265577998505e-07,1.053461283627369e-06,2.000457818332194e-07,0.1035018145026963,2.000839324411586e-07,0.3656168572628052
2.000958633823441e-07,0.4284918156741573,1.718970225841068e-07,1.082572168115482e-06,2.000573380102027e-07,0.1362491100037664,2.000921260718395e-07,0.4124528915224579
2.001e-07,0.4548339822106729,1.838733222050167e-07,1.098924579940252e-06,2.000661239844958e-07,0.1635589137133444,2.001e-07,0.4589839745656037
2.001027383846647e-07,0.4711637670229039,1.919366611025083e-07,1.094456398113483e-06,2.000755911004394e-07,0.1961976885194564,2.001029104823322e-07,0.4750178792373889
2.001070098144858e-07,0.4956656873227894,2e-07,1.100045958111248e-06,2.000853393603262e-07,0.2338091631787185,2.001080454586307e-07,0.501937331502067
2.001108564654935e-07,0.5161377854921552,2.0000625e-07,0.01248556490472906,2.000926696801631e-07,0.2648730690333103,2.001126774175786e-07,0.5240135351608246
2.001152332791928e-07,0.5378153207974885,2.000221800965987e-07,0.06642327734111723,2.001e-07,0.2983599732732656,2.001169896214186e-07,0.5429521070811657
2.00118877927283e-07,0.5546837211795044,2.000301451448981e-07,0.1069336274089105,2.001048001719346e-07,0.3190793443791022,2.001213223219242e-07,0.5606305636596978
2.001220860008082e-07,0.5686893911567248,2.000404304698853e-07,0.1660977670010341,2.001109203417295e-07,0.3445379985686565,2.001244757206341e-07,0.5727069112203279
2.001269998593493e-07,0.5887033350781711,2.000481829322522e-07,0.2157285178372853,2.001169109286253e-07,0.3677094206311876,2.001280005808955e-07,0.5854826173815626
2.001309783925241e-07,0.603672500672082,2.000558571437332e-07,0.2688062711826853,2.001240488261564e-07,0.3933936757136178,2.001317889326362e-07,0.5984130174678586
2.001363977248834e-07,0.6224000634251856,2.000667023516029e-07,0.3475199503490364,2.001316586983079e-07,0.418839495724475,2.00136094248289e-07,0.612151588488299
2.001441769205091e-07,0.6460410297697661,2.000763158363936e-07,0.4179083635604247,2.001403211994527e-07,0.4457519416915275,2.001423488649518e-07,0.6304089492658791
2.001543611451123e-07,0.6718004509579578,2.000836883733569e-07,0.4709619447434895,2.001476946740637e-07,0.4671720824261301,2.001506929020246e-07,0.6518085003803959
2.001676106230996e-07,0.6977436680164474,2.000896939605958e-07,0.5135827132897907,2.001546483539954e-07,0.4862450697094232,2.001611230222092e-07,0.6743147381004059
2.001860772436327e-07,0.7228316292644951,2.000949690966877e-07,0.5510452667846936,2.001595844533656e-07,0.4991584687858779,2.001746021121257e-07,0.6973561956827592
2.002027334245163e-07,0.7373173202674438,2.000974845483439e-07,0.5691039974503158,2.001644579150272e-07,0.5113909114329167,2.001927518602883e-07,0.7198066648960246
2.00219780258787e-07,0.7468220804846515,2.001e-07,0.58741384016915,2.001701683266606e-07,0.5250955001839495,2.002101670334415e-07,0.7343348567248338
2.002385439424588e-07,0.7532633854769535,2.001022783574265e-07,0.6026441718615317,2.001759825232683e-07,0.5383589256802519,2.002290352586179e-07,0.7447104713579807
2.002638778080108e-07,0.7580350785183049,2.001050709760815e-07,0.6205424005752186,2.001829971099225e-07,0.5534394970654932,2.002503177776129e-07,0.7519810115451134
2.002855835506332e-07,0.7600358544235462,2.001075998779907e-07,0.6354947082062149,2.00192502228465e-07,0.5723068459960265,2.002787685331471e-07,0.7573392191018686
2.003130331860708e-07,0.7612533231273007,2.00112657681809e-07,0.6620749237232153,2.00207523824841e-07,0.5985800943807149,2.003028950793959e-07,0.7595927112246248
2.003480243802801e-07,0.761818368519842,2.00118208313619e-07,0.6865558832312,2.002257709241958e-07,0.6250717547660374,2.003331815281105e-07,0.7609865536977
2.004012068821414e-07,0.7619717615375374,2.001252837993601e-07,0.7116809229459931,2.002502765243362e-07,0.6525175160214456,2.003717656202841e-07,0.7616655743914995
2.004793713624241e-07,0.7619114668023831,2.00134086456974e-07,0.7351340459946145,2.002786150381334e-07,0.674927306729776,2.004305664278573e-07,0.7618815923356871
2.006157502336505e-07,0.7618641261763607,2.001472206367084e-07,0.7584158432938621,2.003082580732429e-07,0.6904475305012276,2.005169791184485e-07,0.7618324861781081
2.00840556362606e-07,0.7618711250255628,2.001590024331476e-07,0.7709543434392547,2.003386563622651e-07,0.7005686417852455,2.006670406118373e-07,0.7617794656794559
2.012297859948854e-07,0.7618678493843865,2.001702711840132e-07,0.7783159934120462,2.003746144248561e-07,0.7077219371223918,2.009120938435548e-07,0.7617848233005364
2.017773432982445e-07,0.7618691393354572,2.001825099686094e-07,0.7831658000823051,2.004140648409393e-07,0.7119480677497417,2.013323885863681e-07,0.76178178981654
2.026399793831889e-07,0.761866773586437,2.001994989125351e-07,0.7868229084402134,2.004524584535772e-07,0.7140188014204328,2.019389269165707e-07,0.7617814348671871
2.038915343369263e-07,0.7618669531800072,2.002142227506336e-07,0.7883469416179263,2.004997710453857e-07,0.7151850710265903,2.028559587587185e-07,0.7617789993082741
2.058752549276154e-07,0.7618642337328551,2.002330866726951e-07,0.7892800459680164,2.005646528133574e-07,0.7156780153370336,2.039085978563317e-07,0.7617781751823339
2.088427406528011e-07,0.7618636809273449,2.002567727821635e-07,0.7897166664441353,2.006622708011149e-07,0.715685829450129,2.053694226206166e-07,0.7617757867252022
2.123352943304101e-07,0.7618610251667916,2.00291667048113e-07,0.7898715447975797,2.008156463544051e-07,0.7155116530022499,2.082910721491863e-07,0.7617731389835447
2.169672605045206e-07,0.7618605436056549,2.003411031797512e-07,0.7898755145629599,2.010675064937419e-07,0.7154389913502114,2.129163963771054e-07,0.761768434467035
2.255385321665166e-07,0.7618572348011251,2.004225227486985e-07,0.7898657326378774,2.014350958514854e-07,0.715449087531333,2.198070199785066e-07,0.7617642038246254
2.374039296450237e-07,0.7618561331488908,2.005694380598498e-07,0.7898671459581732,2.02047614823354e-07,0.7154457333954211,2.296540010648492e-07,0.7617598014678807
2.5e-07,0.7618533936584788,2.008379916660685e-07,0.7898656520642073,2.029897844981237e-07,0.715446956619848,2.398270005324246e-07,0.7617586201843588
2.501e-07,0.6258173607037917,2.012141017123993e-07,0.789864648537108,2.044019954733702e-07,0.7154452311464344,2.5e-07,0.7617573616382585
2.501135743559196e-07,0.6110985802112675,2.017839890150299e-07,0.7898627400755495,2.064584791374745e-07,0.7154453464534225,2.501e-07,0.6166415987333413
2.501401681820496e-07,0.5875346918534395,2.026477218557823e-07,0.7898605732370184,2.095980068006437e-07,0.7154436340582198,2.501136223927824e-07,0.6009171699449148
2.501655720952382e-07,0.573693343154715,2.039461692382923e-07,0.7898580973172917,2.141634299148477e-07,0.7154431560180856,2.501403191698457e-07,0.5765595805996907
2.502077217603799e-07,0.5625645596686197,2.054749603995563e-07,0.7898560482103563,2.200682590771009e-07,0.7154413871184805,2.501657919303321e-07,0.5637797956924453
2.502553213959182e-07,0.5592438291867765,2.072044972486149e-07,0.7898542132825846,2.289635911512132e-07,0.7154406051352048,2.502081545670077e-07,0.5557201734183128
2.50304764688286e-07,0.5590781057839709,2.106635709467322e-07,0.7898512450589212,2.415482440205619e-07,0.7154386525533957,2.502491786773713e-07,0.5553229664720027
2.503621186467966e-07,0.5595515779588986,2.165555943536418e-07,0.7898476200104592,2.5e-07,0.7154384722835504,2.502957740179662e-07,0.5567558300043085
2.504411724922009e-07,0.5600374910222879,2.241593362903148e-07,0.7898443216474608,2.501e-07,0.6181171214832176,2.50351688331313e-07,0.5583356353556334
2.50542256752016e-07,0.5602863074864443,2.346063421958155e-07,0.789841233817804,2.501131555288811e-07,0.6072860485906799,2.504296728539216e-07,0.5595506356159653
2.506794180416782e-07,0.5603620640540077,2.5e-07,0.7898382073097047,2.501386582411548e-07,0.5883428431122647,2.505304969723385e-07,0.560112568713336
2.508785091523358e-07,0.5603685369301815,2.501e-07,0.6250024166816681,2.501634490712803e-07,0.5733832098783754,2.50672497941552e-07,0.5602814518856205
2.512210380752555e-07,0.5603679474195614,2.501136098250376e-07,0.6092931725870518,2.502130307315313e-07,0.5511630381278172,2.508871419562892e-07,0.5602951164066401
2.51906095921095e-07,0.5603679000592905,2.501403076529641e-07,0.5879906682758772,2.502896240448722e-07,0.5328221882597128,2.512768014915879e-07,0.5602940714767092
2.532762116127738e-07,0.5603678632635354,2.501657640983243e-07,0.5805989932939684,2.503753479594495e-07,0.5264431838551104,2.520561205621852e-07,0.5602942253288282
2.560164429961315e-07,0.560367549704024,2.502112108835875e-07,0.5776640643679837,2.504627887275267e-07,0.525756503369556,2.536147587033799e-07,0.5602942810866303
2.61496905762847e-07,0.5603671677631533,2.502438361261991e-07,0.5779667187670317,2.505507982616691e-07,0.526304011602666,2.567320349857693e-07,0.560294103451676
2.724578312962778e-07,0.5603662833369385,2.502901144880051e-07,0.5782431149002606,2.506629951124297e-07,0.526988799202979,2.62966587550548e-07,0.5602941134435343
2.884578312962778e-07,0.5603653532233704,2.503475335544556e-07,0.5783911253042083,2.508158060487853e-07,0.5275084707513573,2.754356926801054e-07,0.5602937308557008
3e-07,0.5603646899823882,2.504356441426503e-07,0.5784458102187088,2.510104549215805e-07,0.5277398978599238,2.877178463400527e-07,0.5602935599233806
3.001e-07,0.4397579782415795,2.505595666927934e-07,0.5784493014608761,2.512734433115046e-07,0.5278028992000828,3e-07,0.5602931653183624
3.001135743559824e-07,0.4267429747875368,2.507739392026605e-07,0.5784491725936819,2.516639280680496e-07,0.5278062280813571,3.001e-07,0.4328971903507472
3.001401610712246e-07,0.4060165457606115,2.512026842223947e-07,0.5784488795477745,2.523594276375174e-07,0.527805901944003,3.001136223928592e-07,0.4191498468540152
3.001655645551844e-07,0.3938672457048294,2.52060174261863e-07,0.5784489731651419,2.537504267764531e-07,0.5278057848862612,3.001403357729203e-07,0.39790009223338
3.002076881579193e-07,0.3837854151263599,2.537751543407998e-07,0.578448735319289,2.565324250543246e-07,0.5278056996241086,3.001658095385547e-07,0.3866667750618667
3.00252433751542e-07,0.3803787566598174,2.572051144986733e-07,0.5784484508311563,2.620964216100674e-07,0.5278053521338921,3.002086120250163e-07,0.3788854914639938
3.003005456122186e-07,0.3795760330799884,2.640650348144202e-07,0.5784478252206414,2.73224414721553e-07,0.5278048627963722,3.002477429707167e-07,0.3776520668819849
3.003568785927829e-07,0.3795897889494518,2.777848754459141e-07,0.5784470607665144,2.89224414721553e-07,0.5278042099432294,3.002936780122211e-07,0.3779820471982117
3.004359466208249e-07,0.3798171416399713,2.888924377229571e-07,0.5784465901343837,3e-07,0.5278039168837177,3.00349504598352e-07,0.3787480631465296
3.005335361552043e-07,0.3799767343209486,3e-07,0.5784463256492923,3.001e-07,0.4402729978609176,3.004264209796856e-07,0.379457583035453
3.00665317686535e-07,0.3800363338038848,3.001e-07,0.43518339804201,3.001131555289169e-07,0.4305359433392193,3.005238498499187e-07,0.3798353042361248
3.008557064138987e-07,0.3800444726755652,3.001136098250755e-07,0.4215370654485265,3.001386820063012e-07,0.4135837687381357,3.006603725238279e-07,0.37997287639591
3.011878481744617e-07,0.3800439726438232,3.001402829251349e-07,0.4030637592004017,3.001634742529849e-07,0.4003265779087676,3.008688115378363e-07,0.3799939235876025
3.018521316955877e-07,0.3800439791942506,3.001657378754423e-07,0.3965063729071672,3.002130587463524e-07,0.3807353173344843,3.012590681439839e-07,0.3799922510147625
3.031806987378396e-07,0.3800440041236039,3.002111475419822e-07,0.3935211205296981,3.002910279263649e-07,0.3641214172887097,3.020122293536736e-07,0.3799928530178392
3.058378328223436e-07,0.3800438668720109,3.002429757460326e-07,0.3935537791060862,3.003957712727003e-07,0.3571010900335474,3.035185517730528e-07,0.3799925298861632
3.111521009913515e-07,0.3800437635963207,3.002895389162114e-07,0.3936519314374677,3.004777476132713e-07,0.3563290198191516,3.065311966118112e-07,0.3799926006765849
3.217806373293673e-07,0.3800433943036903,3.003461974698221e-07,0.3937354301371933,3.005680300512688e-07,0.3563287264590732,3.12556486289328e-07,0.3799926034520889
3.377806373293673e-07,0.3800430099219153,3.004327895109538e-07,0.3937731474062611,3.006828512396753e-07,0.3565849429024084,3.246070656443617e-07,0.379992369596819
3.5e-07,0.3800426554726761,3.005545266810619e-07,0.3937765341368227,3.008407050263181e-07,0.3568540547611769,3.373035328221808e-07,0.3799922359129479
3.501e-07,0.2466473389557489,3.007688592403032e-07,0.393776315360755,3.010394850677321e-07,0.3569888049574818,3.5e-07,0.3799919740622722
3.501135743559194e-07,0.2322669755815574,3.011975243587859e-07,0.3937762690828978,3.013134207267208e-07,0.3570278693793372,3.501e-07,0.2402083658550903
3.501401657791164e-07,0.2092907247260574,3.020548545957513e-07,0.393776340301411,3.017316452979208e-07,0.3570301432930674,3.501136223927882e-07,0.2251594602777295
3.501655695471022e-07,0.1957508230437207,3.037695150696821e-07,0.3937762943445132,3.025193478640768e-07,0.3570298266757275,3.501403383945915e-07,0.2018720852734039
3.502076570091635e-07,0.1844581364808095,3.071988360175436e-07,0.3937763023419388,3.040947529963887e-07,0.35702988306366,3.501658123183176e-07,0.1894831065251212
3.502545762922157e-07,0.1804223987381341,3.140574779132666e-07,0.393776193115177,3.072455632610125e-07,0.3570298393443317,3.502083782484447e-07,0.1806308924229519
3.50303825237843e-07,0.1794372428170697,3.277747617047127e-07,0.3937760701636202,3.1354718379026e-07,0.3570297013734187,3.502490614204366e-07,0.1787125867244604
3.5036105767001e-07,0.1792810153678601,3.388873808523563e-07,0.393775911790931,3.261504248487552e-07,0.3570295437544292,3.502957068201608e-07,0.1785062658144378
3.504399108580103e-07,0.179345112105836,3.5e-07,0.3937758209744134,3.380752124243776e-07,0.3570293454692019,3.503517184147533e-07,0.1787885655839094
3.505397871781692e-07,0.1794171288948733,3.501e-07,0.2308334568366803,3.5e-07,0.3570292299618102,3.504293122049434e-07,0.1791272211092815
3.506753574711394e-07,0.1794471714907817,3.501136098250305e-07,0.2153287792352903,3.501e-07,0.2622746758689532,3.505283310406989e-07,0.1793281744321387
3.508733772606879e-07,0.1794508742682889,3.501402829651386e-07,0.1943171778861681,3.501131555288784e-07,0.2517938600694726,3.506677914131238e-07,0.1794088002513979
3.512204707225222e-07,0.1794510169499371,3.501657379173329e-07,0.1868949791714363,3.501386903853008e-07,0.2335434140364209,3.508819493878865e-07,0.1794232242232687
3.519146576461909e-07,0.1794506786886544,3.502111970988077e-07,0.1835001357045066,3.501634831309011e-07,0.2192431590764055,3.512803562802996e-07,0.1794223401520796
3.533030314935284e-07,0.1794508707148427,3.502437189985624e-07,0.1834708437275954,3.502130686221019e-07,0.1979091588601421,3.520161745920498e-07,0.1794225448947204
3.560797791882032e-07,0.179450839717629,3.502900636133253e-07,0.1834910978042524,3.5029076812122e-07,0.1795134766429523,3.5348781121555e-07,0.1794225353620862
3.616332745775529e-07,0.1794508144278595,3.50347363938441e-07,0.1835254219245694,3.504082217975829e-07,0.1708451269999614,3.564310844625505e-07,0.1794225142336984
3.727402653562522e-07,0.1794506919580843,3.504353290928934e-07,0.1835420798805362,3.504937324019117e-07,0.1700647976184314,3.623176309565515e-07,0.1794225459778131
3.887402653562522e-07,0.1794505473188796,3.505596464849107e-07,0.1835435686834408,3.505881283665428e-07,0.1698684040891538,3.740907239445534e-07,0.1794224436322558
4.047402653562522e-07,0.1794503766041718,3.507781520721612e-07,0.1835438780012156,3.507038951197644e-07,0.1699115846137139,3.900907239445534e-07,0.1794223697079314
4.207402653562522e-07,0.1794502387924514,3.512151632466623e-07,0.1835434285917552,3.508693083951174e-07,0.1700177141854108,4.060907239445534e-07,0.1794222142515546
4.367402653562521e-07,0.1794500787614371,3.520891855956645e-07,0.1835436984446033,3.510792747317662e-07,0.1700787465345564,4.220907239445534e-07,0.1794221299288437
4.527402653562521e-07,0.1794499474146171,3.538372302936689e-07,0.1835436923973668,3.513757621029292e-07,0.170095629627055,4.380907239445533e-07,0.1794219745132567
4.687402653562521e-07,0.1794497933935754,3.573333196896777e-07,0.1835437285061739,3.518362814360986e-07,0.1700968979599694,4.540907239445533e-07,0.1794218885371281
4.847402653562522e-07,0.1794496644743087,3.643254984816954e-07,0.1835437061669216,3.527553718699565e-07,0.1700964037840153,4.700907239445533e-07,0.1794217347740739
5.007402653562522e-07,0.1794495137324086,3.783098560657306e-07,0.1835436855418371,3.545935527376722e-07,0.170096757205697,4.860907239445533e-07,0.1794216471797032
5.167402653562522e-07,0.1794493854479774,3.943098560657306e-07,0.1835435985511455,3.582699144731037e-07,0.1700966211536271,5.020907239445534e-07,0.1794214950034007
5.327402653562523e-07,0.1794492366790592,4.103098560657306e-07,0.1835435414985376,3.656226379439666e-07,0.1700965702742196,5.180907239445534e-07,0.1794214058603555
5.487402653562523e-07,0.1794491082130149,4.263098560657306e-07,0.1835434443563089,3.803280848856924e-07,0.1700965516966896,5.340907239445535e-07,0.1794212551929571
5.647402653562523e-07,0.1794489607940424,4.423098560657306e-07,0.1835433825098444,3.963280848856924e-07,0.1700964530941507,5.500907239445535e-07,0.1794211645725366
5.807402653562524e-07,0.1794488318070975,4.583098560657305e-07,0.1835432843244352,4.123280848856924e-07,0.1700964199515742,5.660907239445535e-07,0.1794210153494749
5.967402653562524e-07,0.179448689726883,4.743098560657305e-07,0.1835432213751475,4.283280848856924e-07,0.1700963251951672,5.820907239445536e-07,0.1794209233203737
6.127402653562525e-07,0.179448551702713,4.903098560657306e-07,0.18354312350727,4.443280848856924e-07,0.170096294750204,5.980907239445536e-07,0.1794207754766703
6.287402653562525e-07,0.1794484142138474,5.063098560657306e-07,0.1835430599650817,4.603280848856924e-07,0.1700962052337288,6.140907239445536e-07,0.1794206820960859
6.447402653562525e-07,0.179448276267929,5.223098560657306e-07,0.1835429625794065,4.763280848856923e-07,0.1700961756288794,6.300907239445537e-07,0.1794205355676913
6.607402653562526e-07,0.1794481388163796,5.383098560657307e-07,0.1835428985149012,4.923280848856923e-07,0.1700960891407626,6.460907239445537e-07,0.1794204409054868
6.767402653562526e-07,0.1794480009114048,5.543098560657307e-07,0.1835428016333516,5.083280848856924e-07,0.1700960591041494,6.620907239445538e-07,0.1794202956327764
6.927402653562526e-07,0.1794478634648954,5.703098560657307e-07,0.1835427290027252,5.243280848856924e-07,0.1700959746730021,6.780907239445538e-07,0.1794201997432682
7.087402653562527e-07,0.1794477255862905,5.863098560657308e-07,0.1835426485465556,5.403280848856924e-07,0.170095943716321,6.940907239445538e-07,0.1794200556665518
7.247402653562527e-07,0.1794475881391384,6.023098560657308e-07,0.1835425678068072,5.563280848856925e-07,0.1700958608819546,7.100907239445539e-07,0.1794199469677365
7.407402653562527e-07,0.1794474502751791,6.183098560657309e-07,0.1835424873572697,5.723280848856925e-07,0.1700958288381461,7.260907239445539e-07,0.179419827048232
7.567402653562528e-07,0.179447312821076,6.343098560657309e-07,0.1835424066098791,5.883280848856925e-07,0.1700957473581699,7.420907239445539e-07,0.1794197064214174
7.727402653562528e-07,0.1794471749742595,6.503098560657309e-07,0.1835423261573555,6.043280848856926e-07,0.1700957022251394,7.58090723944554e-07,0.1794195864826343
7.887402653562529e-07,0.1794470375140253,6.66309856065731e-07,0.1835422454099143,6.203280848856926e-07,0.1700956455910371,7.74090723944554e-07,0.1794194658729538
8e-07,0.1794469404597929,6.82309856065731e-07,0.1835421649564117,6.363280848856927e-07,0.1700955882612828,7.87045361972277e-07,0.1794193688132477
  ,  ,6.98309856065731e-07,0.1835420842144214,6.523280848856927e-07,0.1700955316273113,8e-07,0.1794192711156987
  ,  ,7.143098560657311e-07,0.1835420037573149,6.683280848856927e-07,0.1700954743310468,  ,  
  ,  ,7.303098560657311e-07,0.1835419230201633,6.843280848856928e-07,0.170095417692792,  ,  
  ,  ,7.463098560657312e-07,0.1835418425587152,7.003280848856928e-07,0.1700953604196513,  ,  
  ,  ,7.623098560657312e-07,0.1835417618244959,7.163280848856928e-07,0.1700953037640205,  ,  
  ,  ,7.783098560657312e-07,0.1835416813587957,7.323280848856929e-07,0.1700952465094208,  ,  
  ,  ,7.891549280328656e-07,0.1835416265939598,7.483280848856929e-07,0.1700951898417469,  ,  
  ,  ,8e-07,0.1835415720916097,7.64328084885693e-07,0.1700951326049136,  ,  
  ,  ,  ,  ,7.80328084885693e-07,0.1700950759242534,  ,  
  ,  ,  ,  ,7.901640424428465e-07,0.1700950406515318,  ,  
  ,  ,  ,  ,8e-07,0.1700950058855282,  ,  
