marker,signal,sample_time_ns,variable_group,n_points,mean_output,sigma_output,min_output,max_output,spread_output,phase_label,profile_display_name,profile_kind,profile_is_statistical,profile_is_foundry_certified,sigma_source,profile_warning
dvth0_grid,/OA_Charge,200.25,dvth0_grid,81,0.7554404121856572,0.0003544320004567129,0.7548471202041245,0.7560093975614239,0.0011622773572994571,Phase 4.5,Surrogate Monte Carlo with user-defined Gaussian parametric variation,user_defined_gaussian_parametric_surrogate_mc,True,False,corner_delta_div_3,Surrogate MC with user-defined Gaussian parametric variation; not UMC-certified Monte Carlo
