marker,signal,sample_time_ns,variable_group,sampled_v,header_label,umc_mc_dvth0_n_splvt,umc_mc_dvth0_p_splvt,umc_mc_dvth0_n_sphvt,umc_mc_dvth0_p_sphvt
dvth0_grid,/OA_Charge,200.25,dvth0_grid,0.7558146445042352,"/OA_Charge (umc_mc_dvth0_n_splvt=0,umc_mc_dvth0_p_splvt=0.006,umc_mc_dvth0_n_sphvt=0.006,umc_mc_dvth0_p_sphvt=-0.006)",0.0,0.006,0.006,-0.006
dvth0_grid,/OA_Charge,200.25,dvth0_grid,0.7558319475102646,"/OA_Charge (umc_mc_dvth0_n_splvt=0,umc_mc_dvth0_p_splvt=0.006,umc_mc_dvth0_n_sphvt=0.006,umc_mc_dvth0_p_sphvt=0)",0.0,0.006,0.006,0.0
dvth0_grid,/OA_Charge,200.25,dvth0_grid,0.7558456931286076,"/OA_Charge (umc_mc_dvth0_n_splvt=0,umc_mc_dvth0_p_splvt=0.006,umc_mc_dvth0_n_sphvt=0.006,umc_mc_dvth0_p_sphvt=0.006)",0.0,0.006,0.006,0.006
dvth0_grid,/OA_Charge,200.25,dvth0_grid,0.7548471202041245,"/OA_Charge (umc_mc_dvth0_n_splvt=0.009,umc_mc_dvth0_p_splvt=-0.006,umc_mc_dvth0_n_sphvt=-0.006,umc_mc_dvth0_p_sphvt=-0.006)",0.009,-0.006,-0.006,-0.006
dvth0_grid,/OA_Charge,200.25,dvth0_grid,0.7548569842740134,"/OA_Charge (umc_mc_dvth0_n_splvt=0.009,umc_mc_dvth0_p_splvt=-0.006,umc_mc_dvth0_n_sphvt=-0.006,umc_mc_dvth0_p_sphvt=0)",0.009,-0.006,-0.006,0.0
dvth0_grid,/OA_Charge,200.25,dvth0_grid,0.7548681488046514,"/OA_Charge (umc_mc_dvth0_n_splvt=0.009,umc_mc_dvth0_p_splvt=-0.006,umc_mc_dvth0_n_sphvt=-0.006,umc_mc_dvth0_p_sphvt=0.006)",0.009,-0.006,-0.006,0.006
dvth0_grid,/OA_Charge,200.25,dvth0_grid,0.7548471202041245,"/OA_Charge (umc_mc_dvth0_n_splvt=0.009,umc_mc_dvth0_p_splvt=-0.006,umc_mc_dvth0_n_sphvt=0,umc_mc_dvth0_p_sphvt=-0.006)",0.009,-0.006,0.0,-0.006
dvth0_grid,/OA_Charge,200.25,dvth0_grid,0.7548569842740134,"/OA_Charge (umc_mc_dvth0_n_splvt=0.009,umc_mc_dvth0_p_splvt=-0.006,umc_mc_dvth0_n_sphvt=0,umc_mc_dvth0_p_sphvt=0)",0.009,-0.006,0.0,0.0
dvth0_grid,/OA_Charge,200.25,dvth0_grid,0.7548681488046514,"/OA_Charge (umc_mc_dvth0_n_splvt=0.009,umc_mc_dvth0_p_splvt=-0.006,umc_mc_dvth0_n_sphvt=0,umc_mc_dvth0_p_sphvt=0.006)",0.009,-0.006,0.0,0.006
dvth0_grid,/OA_Charge,200.25,dvth0_grid,0.7548471202041245,"/OA_Charge (umc_mc_dvth0_n_splvt=0.009,umc_mc_dvth0_p_splvt=-0.006,umc_mc_dvth0_n_sphvt=0.006,umc_mc_dvth0_p_sphvt=-0.006)",0.009,-0.006,0.006,-0.006
dvth0_grid,/OA_Charge,200.25,dvth0_grid,0.7548569842740134,"/OA_Charge (umc_mc_dvth0_n_splvt=0.009,umc_mc_dvth0_p_splvt=-0.006,umc_mc_dvth0_n_sphvt=0.006,umc_mc_dvth0_p_sphvt=0)",0.009,-0.006,0.006,0.0
dvth0_grid,/OA_Charge,200.25,dvth0_grid,0.7548681488046514,"/OA_Charge (umc_mc_dvth0_n_splvt=0.009,umc_mc_dvth0_p_splvt=-0.006,umc_mc_dvth0_n_sphvt=0.006,umc_mc_dvth0_p_sphvt=0.006)",0.009,-0.006,0.006,0.006
dvth0_grid,/OA_Charge,200.25,dvth0_grid,0.7552928867604063,"/OA_Charge (umc_mc_dvth0_n_splvt=0.009,umc_mc_dvth0_p_splvt=0,umc_mc_dvth0_n_sphvt=-0.006,umc_mc_dvth0_p_sphvt=-0.006)",0.009,0.0,-0.006,-0.006
dvth0_grid,/OA_Charge,200.25,dvth0_grid,0.7553112370158106,"/OA_Charge (umc_mc_dvth0_n_splvt=0.009,umc_mc_dvth0_p_splvt=0,umc_mc_dvth0_n_sphvt=-0.006,umc_mc_dvth0_p_sphvt=0)",0.009,0.0,-0.006,0.0
dvth0_grid,/OA_Charge,200.25,dvth0_grid,0.7553322736341154,"/OA_Charge (umc_mc_dvth0_n_splvt=0.009,umc_mc_dvth0_p_splvt=0,umc_mc_dvth0_n_sphvt=-0.006,umc_mc_dvth0_p_sphvt=0.006)",0.009,0.0,-0.006,0.006
dvth0_grid,/OA_Charge,200.25,dvth0_grid,0.7552928867604063,"/OA_Charge (umc_mc_dvth0_n_splvt=0.009,umc_mc_dvth0_p_splvt=0,umc_mc_dvth0_n_sphvt=0,umc_mc_dvth0_p_sphvt=-0.006)",0.009,0.0,0.0,-0.006
dvth0_grid,/OA_Charge,200.25,dvth0_grid,0.7553112370158106,"/OA_Charge (umc_mc_dvth0_n_splvt=0.009,umc_mc_dvth0_p_splvt=0,umc_mc_dvth0_n_sphvt=0,umc_mc_dvth0_p_sphvt=0)",0.009,0.0,0.0,0.0
dvth0_grid,/OA_Charge,200.25,dvth0_grid,0.7553322736341154,"/OA_Charge (umc_mc_dvth0_n_splvt=0.009,umc_mc_dvth0_p_splvt=0,umc_mc_dvth0_n_sphvt=0,umc_mc_dvth0_p_sphvt=0.006)",0.009,0.0,0.0,0.006
dvth0_grid,/OA_Charge,200.25,dvth0_grid,0.7552928867604063,"/OA_Charge (umc_mc_dvth0_n_splvt=0.009,umc_mc_dvth0_p_splvt=0,umc_mc_dvth0_n_sphvt=0.006,umc_mc_dvth0_p_sphvt=-0.006)",0.009,0.0,0.006,-0.006
dvth0_grid,/OA_Charge,200.25,dvth0_grid,0.7553112370158106,"/OA_Charge (umc_mc_dvth0_n_splvt=0.009,umc_mc_dvth0_p_splvt=0,umc_mc_dvth0_n_sphvt=0.006,umc_mc_dvth0_p_sphvt=0)",0.009,0.0,0.006,0.0
dvth0_grid,/OA_Charge,200.25,dvth0_grid,0.7553322736341154,"/OA_Charge (umc_mc_dvth0_n_splvt=0.009,umc_mc_dvth0_p_splvt=0,umc_mc_dvth0_n_sphvt=0.006,umc_mc_dvth0_p_sphvt=0.006)",0.009,0.0,0.006,0.006
dvth0_grid,/OA_Charge,200.25,dvth0_grid,0.7557039781218797,"/OA_Charge (umc_mc_dvth0_n_splvt=0.009,umc_mc_dvth0_p_splvt=0.006,umc_mc_dvth0_n_sphvt=-0.006,umc_mc_dvth0_p_sphvt=-0.006)",0.009,0.006,-0.006,-0.006
dvth0_grid,/OA_Charge,200.25,dvth0_grid,0.7557145705796044,"/OA_Charge (umc_mc_dvth0_n_splvt=0.009,umc_mc_dvth0_p_splvt=0.006,umc_mc_dvth0_n_sphvt=-0.006,umc_mc_dvth0_p_sphvt=0)",0.009,0.006,-0.006,0.0
dvth0_grid,/OA_Charge,200.25,dvth0_grid,0.7557303113211901,"/OA_Charge (umc_mc_dvth0_n_splvt=0.009,umc_mc_dvth0_p_splvt=0.006,umc_mc_dvth0_n_sphvt=-0.006,umc_mc_dvth0_p_sphvt=0.006)",0.009,0.006,-0.006,0.006
dvth0_grid,/OA_Charge,200.25,dvth0_grid,0.7557039781218797,"/OA_Charge (umc_mc_dvth0_n_splvt=0.009,umc_mc_dvth0_p_splvt=0.006,umc_mc_dvth0_n_sphvt=0,umc_mc_dvth0_p_sphvt=-0.006)",0.009,0.006,0.0,-0.006
dvth0_grid,/OA_Charge,200.25,dvth0_grid,0.7557145705796044,"/OA_Charge (umc_mc_dvth0_n_splvt=0.009,umc_mc_dvth0_p_splvt=0.006,umc_mc_dvth0_n_sphvt=0,umc_mc_dvth0_p_sphvt=0)",0.009,0.006,0.0,0.0
dvth0_grid,/OA_Charge,200.25,dvth0_grid,0.7557303113211901,"/OA_Charge (umc_mc_dvth0_n_splvt=0.009,umc_mc_dvth0_p_splvt=0.006,umc_mc_dvth0_n_sphvt=0,umc_mc_dvth0_p_sphvt=0.006)",0.009,0.006,0.0,0.006
dvth0_grid,/OA_Charge,200.25,dvth0_grid,0.7557039781218797,"/OA_Charge (umc_mc_dvth0_n_splvt=0.009,umc_mc_dvth0_p_splvt=0.006,umc_mc_dvth0_n_sphvt=0.006,umc_mc_dvth0_p_sphvt=-0.006)",0.009,0.006,0.006,-0.006
dvth0_grid,/OA_Charge,200.25,dvth0_grid,0.7557145705796044,"/OA_Charge (umc_mc_dvth0_n_splvt=0.009,umc_mc_dvth0_p_splvt=0.006,umc_mc_dvth0_n_sphvt=0.006,umc_mc_dvth0_p_sphvt=0)",0.009,0.006,0.006,0.0
dvth0_grid,/OA_Charge,200.25,dvth0_grid,0.7557303113211901,"/OA_Charge (umc_mc_dvth0_n_splvt=0.009,umc_mc_dvth0_p_splvt=0.006,umc_mc_dvth0_n_sphvt=0.006,umc_mc_dvth0_p_sphvt=0.006)",0.009,0.006,0.006,0.006
