marker,signal,sample_time_ns,variable_group,n_points,mean_output,sigma_output,min_output,max_output,spread_output,phase_label,profile_display_name,profile_kind,profile_is_statistical,profile_is_foundry_certified,sigma_source,profile_warning
mom_cap_grid,/OA_Charge,200.25,mom_cap_grid,9,0.7550156532957976,0.009715480156860959,0.7429099799727719,0.7667155300327435,0.023805550059971647,Phase 4.5,Surrogate Monte Carlo with user-defined Gaussian parametric variation,user_defined_gaussian_parametric_surrogate_mc,True,False,corner_delta_div_3,Surrogate MC with user-defined Gaussian parametric variation; not UMC-certified Monte Carlo
